ID	chr	circ_start	circ_end	circ_strand	splice_L	circ_type	e_count	e_sizes	e_offsets	b_transcript	b_strand	b_trans_start	b_trans_end	b_gene
chr8:38681508-38696064	chr8	38681508	38696064	+	560	exonic	6	35,61,208,53,126,77	0,1317,3177,7134,12171,14479	ENST00000518809.5_2	+	38677849	38708293	TACC1
chr8:38994176-39068843	chr8	38994176	39068843	+	1094	exonic	10	61,76,77,172,69,72,167,82,137,181	0,10472,13133,14719,24239,28106,28372,33258,50251,74486	ENST00000379907.9_2	+	38965252	39142436	ADAM32
chr8:42286276-42317510	chr8	42286276	42317510	-	1277	exonic	6	84,186,589,204,117,97	0,1305,8230,10691,15887,31137	ENST00000342228.7_1	-	42273992	42397069	SLC20A2
chr8:42914235-42932507	chr8	42914235	42932507	+	18272	other	1	18272	0	ENST00000534420.1_3	+	42873566	42932477	AC110275.1
chr8:51306772-51415440	chr8	51306772	51415440	+	108668	other	1	108668	0	ENST00000643408.1_1	+	50824263	51370734	SNTG1
chr8:51306772-51503477	chr8	51306772	51503477	+	1050	exonic	13	53,115,57,58,44,42,103,83,131,130,138,57,39	0,7997,44330,55455,56343,56475,108565,135964,142465,158837,174669,181455,196666	ENST00000642286.1_1	+	50824218	51705423	SNTG1
chr8:53092682-53134353	chr8	53092682	53134353	-	41671	other	1	41671	0	ENST00000521549.5_1	-	53092853	53322309	ST18
chr8:54656137-54684727	chr8	54656137	54684727	-	520	exonic	4	113,102,126,179	0,12977,26040,28411	ENST00000355221.7_5	-	54628116	54756118	ATP6V1H
chr8:66651737-66695078	chr8	66651737	66695078	-	456	exonic	5	95,64,152,84,61	0,5904,8149,40217,43280	ENST00000401827.7_1	-	66629744	66754187	PDE7A
chr8:68015272-68044315	chr8	68015272	68044315	+	2345	exonic	9	98,71,104,1460,209,122,79,72,130	0,2867,8934,10767,12876,15210,15705,20050,28913	ENST00000519163.6_1	+	67976662	68071271	CSPP1
chr8:68930081-68968209	chr8	68930081	68968209	+	1096	exonic	9	71,123,105,102,162,134,104,150,145	0,1702,4189,9375,12650,20312,26640,35250,37983	ENST00000288368.5_2	+	68864280	69149267	PREX2
chr8:75412748-75525175	chr8	75412748	75525175	+	112427	other	1	112427	0	ENST00000523442.5_1	+	75512015	75735548	MIR2052HG
chr8:90608648-90737869	chr8	90608648	90737869	-	129221	other	1	129221	0	ENST00000519655.6_1	-	90621637	90769955	AF117829.1
chr8:90982592-90990551	chr8	90982592	90990551	-	415	exonic	3	193,118,104	0,808,7855	ENST00000396252.6_1	-	90945563	91015456	NBN
chr8:92020971-92033632	chr8	92020971	92033632	-	432	exonic	4	52,124,107,149	0,9646,11413,12512	ENST00000285419.8_3	-	92006029	92053087	PIP4P2
chr8:94315153-94374806	chr8	94315153	94374806	-	464	exonic	4	109,82,214,59	0,37250,43767,59594	ENST00000520096.5_1	-	94225538	94433108	LINC00535
chr8:96044223-96064458	chr8	96044223	96064458	+	1016	exonic	9	103,115,123,222,57,103,134,102,57	0,2012,3458,8710,9574,13549,14998,16461,20178	ENST00000518258.5_1	+	96037221	96070180	NDUFAF6
chr8:100146860-100205285	chr8	100146860	100205285	+	1308	exonic	9	95,123,138,88,192,170,195,125,182	0,382,963,2032,8341,13208,21916,35406,58243	ENST00000357162.6_2	+	100025493	100889808	VPS13B
chr8:100182267-100287482	chr8	100182267	100287482	+	615	exonic	4	124,182,135,174	0,22836,104158,105041	ENST00000357162.6_2	+	100025493	100889808	VPS13B
chr8:100515064-100523740	chr8	100515064	100523740	+	732	exonic	4	114,67,142,409	0,4300,4933,8267	ENST00000496144.5_1	+	100025493	100590013	VPS13B
chr8:100711753-100733275	chr8	100711753	100733275	+	1003	exonic	4	407,203,208,185	0,17645,20819,21337	ENST00000357162.6_2	+	100025493	100889808	VPS13B
chr8:103846417-103851144	chr8	103846417	103851144	-	464	exonic	4	74,82,135,173	0,476,2066,4554	ENST00000337198.10_2	-	103838535	103876391	AZIN1
chr8:104943491-104973361	chr8	104943491	104973361	+	525	exonic	4	130,172,154,69	0,5287,11509,29801	ENST00000504942.6_1	+	104512975	105264087	RIMS2
chr8:104943491-105105871	chr8	104943491	105105871	+	1492	exonic	13	130,172,154,69,157,117,66,180,110,33,30,101,173	0,5287,11509,29801,44086,58041,66921,82178,83242,84160,110065,137248,162207	ENST00000408894.6_1	+	104831614	105263298	RIMS2
chr8:116631359-116635985	chr8	116631359	116635985	-	1086	exonic	2	928,158	0,4468	ENST00000395715.7_2	-	116420723	116681228	TRPS1
chr8:133175715-133198428	chr8	133175715	133198428	-	875	exonic	8	26,95,96,111,156,173,127,91	0,6865,9129,10770,11984,16688,20772,22622	ENST00000388996.10_3	-	133133107	133493342	KCNQ3
chr8:134487962-134488843	chr8	134487962	134488843	-	678	exonic	2	355,323	0,558	ENST00000399640.3_1	-	134467090	134584183	ST3GAL1
chr8:141710990-141754866	chr8	141710990	141754866	-	980	exonic	8	131,138,87,112,205,90,101,116	0,1678,5227,16706,34359,38126,42338,43760	ENST00000522684.5_3	-	141667998	142011332	PTK2
chr9:3248032-3301620	chr9	3248032	3301620	-	1493	exonic	11	153,209,150,98,155,116,113,122,120,182,75	0,8958,14902,18175,22338,22970,27467,29307,40098,45044,53513	ENST00000617270.4_1	-	3218301	3526001	RFX3
chr9:4622408-4635399	chr9	4622408	4635399	-	779	exonic	6	102,240,130,104,78,125	0,2918,4017,5344,6682,12866	ENST00000406861.6_1	-	4600610	4666449	SPATA6L
chr9:6420912-6434173	chr9	6420912	6434173	+	490	exonic	2	230,260	0,13001	ENST00000468435.6_1	+	6413150	6507054	UHRF2
chr9:8389232-8449837	chr9	8389232	8449837	-	552	exonic	5	175,124,98,42,113	0,15304,47359,47965,60492	ENST00000397617.7_1	-	8314246	8733946	PTPRD
chr9:8436592-8521546	chr9	8436592	8521546	-	3394	exonic	16	97,113,161,210,91,260,98,588,118,27,194,306,145,134,582,270	0,13132,23818,28873,34402,47526,48634,49169,56269,60649,63054,64161,67668,70708,81255,84684	ENST00000381196.8_1	-	8314245	10033790	PTPRD
chr9:19076600-19096767	chr9	19076600	19096767	-	1165	exonic	10	102,127,194,171,49,66,148,133,79,96	0,1573,3876,6270,10131,10488,12809,16568,17714,20071	ENST00000380502.8_3	-	19053138	19102902	HAUS6
chr9:19520892-19577020	chr9	19520892	19577020	-	606	exonic	5	166,90,132,119,99	0,7154,29242,52456,56029	ENST00000341998.6_2	-	19507449	19786926	SLC24A2
chr9:19520892-19597277	chr9	19520892	19597277	-	657	exonic	6	166,90,132,119,99,51	0,7154,29242,52456,56029,76334	ENST00000341998.6_2	-	19507449	19786926	SLC24A2
chr9:20715321-20874806	chr9	20715321	20874806	+	2348	exonic	18	88,75,155,105,102,205,207,88,203,258,105,102,131,127,135,51,84,127	0,2471,5057,24913,42767,49546,54709,63358,66404,74028,104473,105001,105618,107666,147255,150603,151606,159358	ENST00000380249.5_2	+	20658307	20995954	FOCAD
chr9:37126309-37302228	chr9	37126309	37302228	+	175919	other	1	175919	0	ENST00000488607.5_1	+	37144928	37356977	ZCCHC7
chr9:37521566-37522974	chr9	37521566	37522974	-	422	exonic	2	269,153	0,1255	ENST00000544475.5_1	-	37512543	37588871	AL513165.2
chr9:37819285-37842283	chr9	37819285	37842283	+	311	exonic	2	113,198	0,22800	ENST00000242323.8_2	+	37800550	37867663	DCAF10
chr9:79852918-79867268	chr9	79852918	79867268	+	692	exonic	5	189,115,137,133,118	0,269,9256,12094,14232	ENST00000644843.1_1	+	79792451	80036457	VPS13A
chr9:79875002-79895154	chr9	79875002	79895154	+	615	exonic	5	138,85,155,157,80	0,13193,15411,15978,20072	ENST00000644843.1_1	+	79792451	80036457	VPS13A
chr9:88257742-88327481	chr9	88257742	88327481	-	1334	exonic	12	116,98,178,209,38,94,132,147,64,68,125,65	0,3493,12315,14607,18108,26657,29722,34608,35507,38440,49861,69674	ENST00000357081.7_3	-	88161456	88356801	AGTPBP1
chr9:91652908-91680495	chr9	91652908	91680495	-	872	exonic	6	295,159,88,151,127,52	0,4032,7752,8850,14043,27535	ENST00000375835.9_3	-	91620685	91793733	SHC3
chr9:99126746-99130587	chr9	99126746	99130587	-	120	exonic	2	86,34	0,3807	ENST00000253270.13_3	-	99082991	99145993	SLC35D2
chr9:100444482-100447322	chr9	100444482	100447322	-	348	exonic	2	230,118	0,2722	ENST00000462523.5_1	-	100437190	100459575	XPA
chr9:103323679-103339237	chr9	103323679	103339237	+	722	exonic	3	123,159,440	0,11120,15118	ENST00000502978.1_1	+	103204552	103339918	MSANTD3-TMEFF1
chr9:107384311-107485298	chr9	107384311	107485298	-	100987	other	1	100987	0	ENST00000641378.1_1	-	107417643	107421336	OR13C1P
chr9:113524749-113548008	chr9	113524749	113548008	-	23259	other	1	23259	0	ENST00000374448.8_2	+	113431050	113563278	MUSK
chr9:114195513-114204704	chr9	114195513	114204704	-	577	exonic	4	139,169,150,119	0,3706,7138,9072	ENST00000259335.8_2	-	114122972	114247025	ECPAS
chr9:114860750-114905903	chr9	114860750	114905903	-	1100	exonic	7	192,110,187,98,180,180,153	0,3705,13183,14300,25786,43849,45000	ENST00000374270.7_1	-	114803064	114937688	SUSD1
chr9:117086298-117092856	chr9	117086298	117092856	+	6558	other	1	6558	0	ENST00000259396.8_1	+	117085335	117088755	ORM1
chr9:125719290-125832703	chr9	125719290	125832703	+	2459	exonic	15	198,288,235,205,175,158,111,67,103,170,175,94,151,254,75	0,14653,27473,29203,32285,33044,39029,39527,40247,41585,53342,58531,63297,108336,113338	ENST00000456584.5_1	+	125703111	125865547	RABGAP1
chr9:128230251-128246862	chr9	128230251	128246862	-	536	exonic	4	137,155,103,141	0,3110,10107,16470	ENST00000496063.1_1	-	128201091	128268645	MAPKAP1
chr9:130106514-130111314	chr9	130106514	130111314	+	291	exonic	3	104,75,112	0,1167,4688	ENST00000435213.6_3	+	130025940	130155826	GARNL3
chr9:130420654-130423484	chr9	130420654	130423484	+	259	exonic	3	76,79,104	0,1654,2726	ENST00000637521.2_3	+	130341648	130453165	STXBP1
chr9:134330463-134334743	chr9	134330463	134334743	+	283	exonic	2	90,193	0,4087	ENST00000405995.5_2	+	134269479	134375584	PRRC2B
chr9:138359934-138360555	chr9	138359934	138360555	-	621	other	1	621	0	ENST00000455039.3_1	-	138360017	138372623	PPP1R26-AS1
chr9:140967940-140991063	chr9	140967940	140991063	+	547	exonic	5	116,66,92,145,128	0,512,2330,4625,22995	ENST00000371372.6_2	+	140772233	141019071	CACNA1B
chrX:2184781-2209644	chrX	2184781	2209644	-	309	exonic	2	207,102	0,24761	ENST00000334651.10_1	-	2137556	2419019	DHRSX
chrX:3772733-3848685	chrX	3772733	3848685	-	75952	other	1	75952	0	ENST00000650456.1_1	-	3766246	3821512	BX890604.2
chrX:11187625-11207104	chrX	11187625	11207104	-	988	exonic	6	179,149,151,56,196,257	0,8594,9796,12557,16730,19222	ENST00000337414.9_2	-	11155663	11684040	ARHGAP6
chrX:16867367-16871965	chrX	16867367	16871965	-	500	exonic	5	57,77,78,127,161	0,2801,3306,3504,4437	ENST00000380087.6_1	-	16862463	16888537	RBBP7
chrX:19701941-19725102	chrX	19701941	19725102	-	439	exonic	3	205,130,104	0,11788,23057	ENST00000431164.1_1	-	19701941	19758955	SH3KBP1
chrX:21515905-21581570	chrX	21515905	21581570	+	926	exonic	7	59,69,147,134,212,90,215	0,3732,18697,29079,34068,63683,65450	ENST00000379510.5_4	+	21392535	21672807	CNKSR2
chrX:22231021-22263526	chrX	22231021	22263526	+	501	exonic	6	54,68,131,66,105,77	0,6131,8708,13538,14602,32428	ENST00000379374.5_2	+	22050442	22269427	PHEX
chrX:46480412-46513140	chrX	46480412	46513140	-	772	exonic	8	82,64,60,154,112,114,89,97	0,10608,14611,22258,27708,30132,30338,32631	ENST00000616978.5_2	-	46458685	46618553	SLC9A7
chrX:50338698-50351184	chrX	50338698	50351184	-	2521	exonic	4	1266,270,181,804	0,2567,6934,11682	ENST00000289292.11_1	-	50334646	50557302	SHROOM4
chrX:50901480-50914703	chrX	50901480	50914703	-	13223	other	1	13223	0	ENST00000442994.1_1	-	50838689	50914232	LINC01284
chrX:62885766-62926329	chrX	62885766	62926329	-	40563	other	1	40563	0	ENST00000495564.5_1	-	62857625	62975023	ARHGEF9
chrX:64271342-64326903	chrX	64271342	64326903	+	55561	other	1	55561	0	NA	NA	NA	NA	NA
chrX:67283696-67333081	chrX	67283696	67333081	-	796	exonic	5	323,148,160,106,59	0,9297,33015,47999,49326	ENST00000355520.6_2	-	67262185	67653337	OPHN1
chrX:67316712-67426515	chrX	67316712	67426515	-	853	exonic	10	159,106,59,85,75,63,34,79,92,101	0,14983,16310,22377,96048,97019,97594,100315,104748,109702	ENST00000355520.6_2	-	67262185	67653337	OPHN1
chrX:76918871-76931793	chrX	76918871	76931793	-	383	exonic	3	176,134,73	0,1262,12849	ENST00000373344.10_2	-	76760355	77041702	ATRX
chrX:100753132-100786999	chrX	100753132	100786999	+	2427	exonic	7	1221,419,69,89,31,229,369	0,6791,11213,11444,12879,26058,33498	ENST00000433011.5_1	+	100673274	100788446	ARMCX4
chrX:107838739-107840798	chrX	107838739	107840798	+	355	exonic	3	92,71,192	0,1488,1867	ENST00000328300.10_3	+	107683111	107940771	COL4A5
chrX:107838739-107846291	chrX	107838739	107846291	+	820	exonic	7	92,71,192,169,93,105,98	0,1488,1867,3192,5883,6375,7454	ENST00000328300.10_3	+	107683111	107940771	COL4A5
chrX:110346387-110416309	chrX	110346387	110416309	+	1112	exonic	10	147,202,101,63,45,154,38,132,166,64	0,19917,38936,41700,43361,44577,49250,59755,60402,69858	ENST00000518291.5_3	+	110340614	110463675	PAK3
chrX:110406143-110439868	chrX	110406143	110439868	+	938	exonic	8	131,166,64,49,113,118,100,197	0,646,10102,29211,29590,31385,32926,33528	ENST00000425146.5_2	+	110187512	110464146	PAK3
chrX:128453059-128480430	chrX	128453059	128480430	-	27371	other	1	27371	0	NA	NA	NA	NA	NA
chrY:16733889-16734471	chrY	16733889	16734471	+	582	exonic	1	582	0	ENST00000643089.1_2	+	16634452	16957519	NLGN4Y
chr1:16621278-16641930	chr1	16621278	16641930	-	518	exonic	3	134,117,267	0,11019,20385	ENST00000375592.8_2	-	16573334	16678975	FBXO42
chr1:21183896-21212864	chr1	21183896	21212864	-	1085	exonic	7	94,133,105,237,147,198,171	0,2981,4824,7072,7712,21919,28797	ENST00000374935.7_1	-	21132784	21503381	EIF4G3
chr1:42946132-43002272	chr1	42946132	43002272	+	773	exonic	7	105,154,72,116,99,101,126	0,2201,9696,16636,18356,54427,56014	ENST00000477155.5_2	+	42929024	43119857	CCDC30
chr1:47148972-47157609	chr1	47148972	47157609	-	732	exonic	6	125,112,87,192,105,111	0,1190,3483,5052,6286,8526	ENST00000371933.8_2	-	47140830	47184786	EFCAB14
chr1:48860939-48878823	chr1	48860939	48878823	-	629	exonic	5	87,294,81,125,42	0,4083,8534,16196,17842	ENST00000371847.8_3	-	48761044	48937876	SPATA6
chr1:50956260-51005400	chr1	50956260	51005400	-	384	exonic	4	77,81,89,137	0,1132,44780,49003	ENST00000396153.7_3	-	50902699	51425939	FAF1
chr1:51048290-51061888	chr1	51048290	51061888	-	368	exonic	4	81,64,127,96	0,1033,2066,13502	ENST00000396153.7_3	-	50902699	51425939	FAF1
chr1:57528557-57538087	chr1	57528557	57538087	-	9530	other	1	9530	0	ENST00000485760.5_1	-	57463571	59012406	DAB1
chr1:61553821-61578015	chr1	61553821	61578015	+	24194	other	1	24194	0	ENST00000371191.5_1	+	61330930	61921197	NFIA
chr1:97981282-98073267	chr1	97981282	98073267	-	91985	other	1	91985	0	ENST00000370192.7_1	-	97543298	98386579	DPYD
chr1:144921835-144922638	chr1	144921835	144922638	-	425	exonic	3	212,93,120	0,351,683	ENST00000524974.5_2	-	144851487	145075901	PDE4DIP
chr1:152281277-152282638	chr1	152281277	152282638	+	1361	exonic	1	1361	0	ENST00000368799.1_1	-	152274650	152297679	FLG
chr1:182772833-182794955	chr1	182772833	182794955	+	960	exonic	11	73,88,123,128,58,76,93,149,47,85,40	0,2446,5486,6144,8457,11084,13015,14842,15114,18416,22082	ENST00000463899.5_1	+	182758871	182796155	NPL
chr1:227218109-227223308	chr1	227218109	227223308	-	638	exonic	5	62,217,82,140,137	0,889,2925,4246,5062	ENST00000366769.7_2	-	227177565	227506175	CDC42BPA
chr1:246703992-246714604	chr1	246703992	246714604	-	826	exonic	4	512,161,63,90	0,3830,7854,10522	ENST00000366514.5_2	-	246703862	246729563	TFB2M
chr1:246784731-246797889	chr1	246784731	246797889	+	438	exonic	4	205,31,87,115	0,10464,12494,13043	ENST00000366513.9_4	+	246729757	246831897	CNST
chr10:13705453-13717044	chr10	13705453	13717044	-	542	exonic	4	56,229,123,134	0,2643,6952,11457	ENST00000357447.7_3	-	13685705	14372923	FRMD4A
chr10:26994215-27013052	chr10	26994215	27013052	+	603	exonic	5	108,131,142,112,110	0,4351,14931,18519,18727	ENST00000376215.10_2	+	26986629	27035727	PDSS1
chr10:32974898-33018385	chr10	32974898	33018385	+	782	exonic	7	110,111,114,111,99,111,126	0,3082,8908,25649,40763,42916,43361	ENST00000639629.1_3	+	32740570	33165321	CCDC7
chr10:63432390-63450379	chr10	63432390	63450379	+	491	exonic	4	103,170,145,73	0,8510,13408,17916	ENST00000648843.1_2	+	63422718	63526158	CABCOCO1
chr10:70945743-70951522	chr10	70945743	70951522	+	581	exonic	5	77,108,115,169,112	0,455,1654,3279,5667	ENST00000359655.9_2	+	70939989	70968849	SUPV3L1
chr10:71873901-71883853	chr10	71873901	71883853	-	1167	exonic	8	184,201,153,109,93,120,116,191	0,774,2476,3666,6361,6946,9259,9761	ENST00000373248.5_1	-	71857978	71883858	AIFM2
chr10:75138669-75139959	chr10	75138669	75139959	-	359	exonic	3	112,76,171	0,967,1119	ENST00000372921.10_3	-	75134858	75173816	ANXA7
chr10:77795766-77818541	chr10	77795766	77818541	+	384	exonic	3	126,140,118	0,11155,22657	ENST00000611255.5_2	+	77191381	78319926	LRMDA
chr10:103558599-103563776	chr10	103558599	103563776	-	1057	exonic	3	613,159,285	0,1399,4892	ENST00000361464.8_2	-	103544206	103578201	OGA
chr10:118671301-118681027	chr10	118671301	118681027	-	246	exonic	3	53,110,83	0,3584,9643	ENST00000392901.10_3	-	118659822	118886097	SHTN1
chr10:123596233-123681926	chr10	123596233	123681926	-	1086	exonic	8	99,182,33,129,230,246,104,63	0,4363,33287,62122,65672,74187,77071,85630	ENST00000540606.5_3	-	123499935	123688316	ATE1
chr11:9983504-10015545	chr11	9983504	10015545	-	884	exonic	7	149,110,205,99,129,114,78	0,1815,6383,27539,30457,31032,31963	ENST00000256190.12_1	-	9800213	10315754	SBF2
chr11:14810652-14840755	chr11	14810652	14840755	+	528	exonic	4	136,107,211,74	0,14837,29076,30029	ENST00000282096.9_2	+	14665349	14893590	PDE3B
chr11:33127113-33127610	chr11	33127113	33127610	-	228	exonic	3	126,35,67	0,315,430	ENST00000524827.6_2	-	33106140	33183040	CSTF3
chr11:47504247-47522484	chr11	47504247	47522484	-	920	exonic	8	161,80,135,49,83,188,152,72	0,757,1693,4054,4463,6141,16757,18165	ENST00000531165.5_3	-	47491867	47574669	CELF1
chr11:47758168-47765715	chr11	47758168	47765715	-	335	exonic	2	124,211	0,7336	ENST00000263773.9_1	-	47738068	47788853	FNBP4
chr11:94316614-94341852	chr11	94316614	94341852	+	1429	exonic	11	121,81,198,112,124,118,112,185,73,201,104	0,1996,3601,5672,10069,11860,14355,18346,20535,23990,25134	ENST00000299001.11_2	+	94300533	94354587	PIWIL4
chr11:99690275-99827741	chr11	99690275	99827741	+	821	exonic	5	221,124,176,96,204	0,25308,25543,96510,137262	ENST00000524871.6_3	+	98891678	100229616	CNTN5
chr11:108168014-108188248	chr11	108168014	108188248	+	1437	exonic	11	95,172,142,177,178,88,156,88,89,103,149	0,2426,4360,5565,7387,10609,12872,15123,18535,18723,20085	ENST00000278616.8_1	+	108093558	108239826	ATM
chr11:108398863-108412539	chr11	108398863	108412539	-	372	exonic	3	48,163,161	0,10887,13515	ENST00000265843.9_2	-	108376161	108464495	EXPH5
chr11:120276827-120278532	chr11	120276827	120278532	+	109	exonic	2	23,86	0,1619	ENST00000397843.7_3	+	120207121	120360646	ARHGEF12
chr11:120318583-120338017	chr11	120318583	120338017	+	1264	exonic	11	32,115,106,213,133,36,155,147,86,126,115	0,359,1234,3637,9243,9846,10205,11299,12797,17362,19319	ENST00000397843.7_3	+	120207121	120360646	ARHGEF12
chr12:8273504-8281958	chr12	8273504	8281958	+	414	exonic	3	198,117,99	0,4652,8355	ENST00000546339.2_3	+	8248802	8291144	AC006511.5
chr12:11187381-11199787	chr12	11187381	11199787	-	272	exonic	2	103,169	0,12237	ENST00000536668.2_2	-	10998447	11324197	AC018630.2
chr12:11702524-11712316	chr12	11702524	11712316	+	2638	exonic	6	131,114,117,222,1962,92	0,2989,3975,4258,5664,9700	ENST00000499291.6_1	+	11700963	11717337	LINC01252
chr12:14587271-14591201	chr12	14587271	14591201	+	370	exonic	3	86,146,138	0,1768,3792	ENST00000261168.8_1	+	14518565	14655869	ATF7IP
chr12:26748398-26755639	chr12	26748398	26755639	-	917	exonic	6	125,252,201,123,126,90	0,1417,3679,4521,6904,7151	ENST00000381340.8_2	-	26488284	26986127	ITPR2
chr12:32772632-32786623	chr12	32772632	32786623	+	656	exonic	6	172,31,93,93,126,141	0,4723,4960,5277,5955,13850	ENST00000494977.1_1	+	32735312	32797685	FGD4
chr12:50824278-50848200	chr12	50824278	50848200	+	798	exonic	7	75,137,104,111,54,213,104	0,4992,7239,9943,11094,22964,23818	ENST00000293618.12_1	+	50794591	50873779	LARP4
chr12:66909399-66935730	chr12	66909399	66935730	-	587	exonic	5	145,76,84,146,136	0,2281,14211,23458,26195	ENST00000540433.5_1	-	66765533	67197894	GRIP1
chr12:79371579-79441142	chr12	79371579	79441142	+	287	exonic	3	132,89,66	0,17959,69497	ENST00000551304.5_2	+	79371564	79679618	SYT1
chr12:95876991-95897937	chr12	95876991	95897937	+	704	exonic	6	65,103,162,182,95,97	0,2663,10840,11741,12788,20849	ENST00000323666.10_3	+	95867927	95909615	METAP2
chr12:104393175-104415269	chr12	104393175	104415269	-	564	exonic	5	117,172,93,47,135	0,3737,15615,20232,21959	ENST00000360814.8_1	-	104382761	104443915	GLT8D2
chr12:124911168-124915333	chr12	124911168	124915333	-	445	exonic	3	178,94,173	0,2990,3992	ENST00000458234.5_5	-	124831138	125052010	NCOR2
chr13:21974512-21987911	chr13	21974512	21987911	-	344	exonic	4	120,33,70,121	0,1279,2423,13278	ENST00000542645.5_5	-	21946711	22033509	ZDHHC20
chr13:26898909-26928017	chr13	26898909	26928017	+	29108	other	1	29108	0	ENST00000536792.5_1	+	26828240	26979375	CDK8
chr13:42457523-42524149	chr13	42457523	42524149	-	916	exonic	8	104,109,50,165,168,111,131,78	0,2532,3393,3809,8032,24198,28650,66548	ENST00000379310.8_4	-	42140970	42535245	VWA8
chr13:46930567-46937348	chr13	46930567	46937348	-	503	exonic	5	64,146,133,61,99	0,3053,5008,6105,6682	ENST00000409879.6_1	-	46917101	47012325	RUBCNL
chr13:49580288-49720071	chr13	49580288	49720071	+	1015	exonic	7	137,76,77,238,270,59,158	0,69136,108502,124984,130179,132594,139625	ENST00000492622.6_3	+	49550047	49783915	FNDC3A
chr13:53196124-53211581	chr13	53196124	53211581	+	772	exonic	5	275,141,141,73,142	0,5448,7229,10432,15315	ENST00000509685.3_2	+	53191692	53211581	MRPS31P4
chr13:101776959-101797247	chr13	101776959	101797247	-	352	exonic	3	73,142,137	0,18471,20151	ENST00000251127.11_2	-	101706127	102068859	NALCN
chr14:53211570-53237901	chr14	53211570	53237901	+	691	exonic	10	32,54,98,61,37,40,51,73,94,151	0,1573,5830,11698,12466,12890,13021,14829,23987,26180	ENST00000354586.5_2	+	53196883	53241707	STYX
chr14:67555700-67589094	chr14	67555700	67589094	+	603	exonic	6	92,56,120,59,154,122	0,11872,21156,22877,24034,33272	ENST00000478722.5_1	+	66974124	67648520	GPHN
chr14:71492834-71518729	chr14	71492834	71518729	+	1393	exonic	11	171,111,92,110,106,93,151,142,178,109,130	0,654,2582,7311,7813,9947,19015,20846,21689,24534,25765	ENST00000304743.6_3	+	71374121	71582099	PCNX1
chr14:78187054-78202349	chr14	78187054	78202349	-	609	exonic	6	117,97,142,117,66,70	0,2469,10276,11773,14235,15225	ENST00000261531.11_1	-	78183941	78227533	SNW1
chr15:41988273-42000406	chr15	41988273	42000406	+	1360	exonic	5	948,79,96,132,105	0,2787,2988,11652,12028	ENST00000219905.11_2	+	41952609	42062141	MGA
chr15:43762056-43773220	chr15	43762056	43773220	-	1017	exonic	7	208,95,130,167,130,159,128	0,4814,5706,7734,9538,10000,11036	ENST00000263801.7_1	-	43699406	43802812	TP53BP1
chr15:49528048-49612002	chr15	49528048	49612002	+	1047	exonic	7	90,147,99,153,211,145,202	0,3369,46135,47714,56475,83120,83752	ENST00000560119.5_1	+	49462456	49620726	GALK2
chr15:51687032-51693940	chr15	51687032	51693940	+	636	exonic	5	146,129,84,126,151	0,2634,5356,5537,6757	ENST00000335449.11_3	+	51633851	51700197	GLDN
chr15:52697484-52702673	chr15	52697484	52702673	-	440	exonic	4	106,108,82,144	0,2004,2771,5045	ENST00000399231.7_1	-	52599479	52821247	MYO5A
chr15:56665639-56704634	chr15	56665639	56704634	+	843	exonic	8	63,80,49,83,176,83,174,135	0,10510,15030,15876,17801,20723,21219,38860	ENST00000537232.5_3	+	56657635	56738195	TEX9
chr15:100672212-100695525	chr15	100672212	100695525	-	539	exonic	4	145,102,151,141	0,1206,20604,23172	ENST00000268070.9_2	-	100511641	100882180	ADAMTS17
chr16:4881980-4882913	chr16	4881980	4882913	-	381	exonic	2	242,139	0,794	ENST00000321919.14_3	-	4853203	4897289	GLYR1
chr16:7568149-7568391	chr16	7568149	7568391	+	242	exonic	1	242	0	ENST00000641259.1_1	+	5289802	7761460	RBFOX1
chr16:14310983-14312855	chr16	14310983	14312855	+	340	exonic	2	161,179	0,1693	ENST00000571589.5_1	+	14165178	14360628	MRTFB
chr16:14645878-14711507	chr16	14645878	14711507	-	1227	exonic	17	74,87,56,70,111,76,43,44,75,78,57,81,43,39,66,166,61	0,2043,3632,28852,30159,32325,32727,34296,36076,41279,47882,52124,54462,56259,57036,58622,65568	ENST00000651865.1_1	-	14529556	14724117	PARN
chr16:15758593-15771806	chr16	15758593	15771806	+	510	exonic	4	125,154,82,149	0,2549,7953,13064	ENST00000573203.5_1	+	15744113	15785076	NDE1
chr16:19639959-19659204	chr16	19639959	19659204	+	644	exonic	8	116,54,81,63,86,81,64,99	0,1129,4454,8956,11377,13758,16248,19146	ENST00000251143.9_2	+	19566736	19712485	VPS35L
chr16:47531310-47596406	chr16	47531310	47596406	+	65096	other	1	65096	0	ENST00000299167.12_2	+	47495236	47735434	PHKB
chr16:50109482-50136346	chr16	50109482	50136346	+	1297	exonic	9	140,278,91,158,83,137,89,144,177	0,3169,8365,8562,8997,10643,19133,24658,26687	ENST00000299192.8_2	+	50099880	50141183	HEATR3
chr16:69279505-69304188	chr16	69279505	69304188	+	567	exonic	3	213,211,143	0,14447,24540	ENST00000336278.8_1	+	69221031	69342955	SNTB2
chr16:71697802-71713438	chr16	71697802	71713438	-	1094	exonic	7	200,156,96,61,203,231,147	0,3278,5375,8362,12547,14855,15489	ENST00000568954.5_3	-	71678826	71758604	PHLPP2
