seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr7	153555506	153562137	6632	+	0.75	-4.33395679853153	2.11131115874684e-06	1.00068560423082e-05	n/a	
chr9	130106514	130107756	1243	+	0.36	-2.70659040277989	2.11596503958401e-06	1.00068560423082e-05	ENSG00000136895	GARNL3
chr6	32489682	32549615	59934	-	0.2	7.00429593636877	2.16984708629822e-06	1.0237359120426e-05	n/a	
chr14	47389215	47504507	115293	-	0.2	-2.4378208531803	2.21506723113071e-06	1.04260020264332e-05	ENSG00000139915	MDGA2
chr5	133534777	133541822	7046	-	0.021	-2.87469051446825	2.23060560036772e-06	1.04743767696513e-05	ENSG00000113575	PPP2CA
chr2	208841375	208842310	936	-	0.709	-1.95985937867803	2.24600060324744e-06	1.05218522378016e-05	ENSG00000178385	PLEKHM3
chr2	170411634	170419860	8227	-	0.55	-2.54661685659379	2.29910735829058e-06	1.07453585689121e-05	ENSG00000138399	FASTKD1
chr18	33722244	33739978	17735	+	0.184	-2.23107615622137	2.32658584974894e-06	1.084831950082e-05	ENSG00000134759	ELP2
chr5	94224584	94248681	24098	-	0.204	-2.5118461619491	2.38338643580816e-06	1.10872018544253e-05	ENSG00000175471	MCTP1
chr2	168869144	168986268	117125	-	0.219	-1.96600893727694	2.38982881554809e-06	1.10912568106206e-05	ENSG00000198648	STK39
chr6	76344423	76373234	28812	+	0.142	-1.84784759930207	2.40384696606581e-06	1.11303704870629e-05	ENSG00000112701	SENP6
chr15	41036245	41037457	1213	-	0.209	-2.236474688946	2.4270635572113e-06	1.12117947619668e-05	ENSG00000137824	RMDN3
chr5	40764616	40777688	13073	-	0.143	-2.08964381097483	2.43991599819145e-06	1.12450758157388e-05	ENSG00000132356	PRKAA1
chr13	48827944	48835457	7514	+	0.03	-2.07429819795742	2.53864037632349e-06	1.16730554024482e-05	ENSG00000136156	ITM2B
chr5	109103236	109139978	36743	+	0.079	-1.92426023976063	2.54889658574941e-06	1.16932099129656e-05	ENSG00000112893	MAN2A1
chr5	135483521	135489852	6332	+	0.66	-2.69998666256282	2.60241545591282e-06	1.19112854545343e-05	ENSG00000113658	SMAD5
chr17	30498062	30510291	12230	+	0.262	-2.51712641232856	2.68553139409699e-06	1.2263516067998e-05	ENSG00000126858	RHOT1
chr1	172356273	172357949	1677	+	0.071	-2.25802224484036	2.77256331359866e-06	1.25896464417276e-05	ENSG00000197959	DNM3
chr2	50692580	50733755	41176	-	0.07	-1.95433254890849	2.77523179620193e-06	1.25896464417276e-05	ENSG00000179915	NRXN1
chr2	202625604	202626541	938	-	0.242	-2.76712022498324	2.77591902959238e-06	1.25896464417276e-05	ENSG00000003393	ALS2
chr4	108866126	108868693	2568	+	0.581	-1.69030143394627	2.79934837647671e-06	1.26670514035571e-05	ENSG00000155016	CYP2U1
chr5	96208989	96209375	387	-	0.64	-2.09668949697436	2.87684377674567e-06	1.298819945465e-05	ENSG00000247121	
chr5	21491430	21497305	5876	+	0.55	4.47198290324584	2.90844803764068e-06	1.31011765677434e-05	ENSG00000183666	GUSBP1
chr18	20555116	20581692	26577	+	0.375	-2.66317053191867	2.92374532087529e-06	1.31403542525117e-05	ENSG00000101773	RBBP8
chr9	123593609	123595734	2126	-	0.3	-1.93873800681364	2.93912777551756e-06	1.31797373897646e-05	ENSG00000095261	PSMD5
chr1	55589120	55600086	10967	-	0.381	-2.92207111574271	2.97587700378049e-06	1.32871451326707e-05	ENSG00000162402	USP24
chr10	116975455	117093929	118475	+	0.013	-2.71696392803575	2.97642728737877e-06	1.32871451326707e-05	ENSG00000107518	ATRNL1
chr2	160193973	160252345	58373	-	0.617	-2.48230437187897	3.0014153437651e-06	1.3368720244824e-05	ENSG00000123636	BAZ2B
chr20	50255882	50307358	51477	-	0.082	-2.57484154470291	3.02496433141579e-06	1.3443535678234e-05	ENSG00000054793	ATP9A
chr2	32639837	32641231	1395	+	0.16	-2.26535867975121	3.12195017139533e-06	1.38436587778354e-05	ENSG00000115760	BIRC6
chr4	73950966	73958017	7052	-	0.217	1.26953769636747	3.13287112386493e-06	1.38612142391446e-05	ENSG00000132466	ANKRD17
chr5	63496635	63513223	16589	+	0.4	-2.21597403944817	3.32606431787853e-06	1.46833571106345e-05	ENSG00000164197	RNF180
chr6	54013854	54054712	40859	+	0.24	-2.54817202067268	3.35872682534322e-06	1.47947458169433e-05	ENSG00000146147	MLIP
chr11	58317259	58318705	1447	-	0.83	-2.60222384531534	3.40506581936747e-06	1.49657528617232e-05	ENSG00000110031	LPXN
chr1	8568686	8617582	48897	-	0.212	-2.09434379458039	3.47352227561306e-06	1.5233001873889e-05	ENSG00000142599	RERE
chr5	87577859	87588700	10842	+	0.267	-2.23053658200028	3.49156517129249e-06	1.52784752880073e-05	ENSG00000247828	TMEM161B-AS1
chr1	107866904	107867544	641	+	0.435	-1.91366007003985	3.6399461719326e-06	1.58928351498197e-05	ENSG00000162631	NTNG1
chr20	2944918	2955887	10970	+	0.086	-1.92770707520519	3.72118309645992e-06	1.6211981499019e-05	ENSG00000132670	PTPRA
chr6	170846322	170858201	11880	-	0.402	-2.25344844444403	3.78244594024803e-06	1.64429036398119e-05	ENSG00000008018	PSMB1
chr13	76195899	76335174	139276	+	0.261	-1.85240492669993	3.94646061605563e-06	1.71185252430649e-05	ENSG00000261553	
chr3	32582529	32587457	4929	-	0.343	-1.96896673233615	4.01072186487922e-06	1.73548751288706e-05	ENSG00000144635	DYNC1LI1
chr6	87925621	87928449	2829	+	0.459	1.37075985908929	4.01838143365613e-06	1.73548751288706e-05	ENSG00000188994	ZNF292
chr21	32537279	32567621	30343	-	0.097	-2.83645353025518	4.18179057827163e-06	1.80215260635039e-05	ENSG00000156299	TIAM1
chr4	103644028	103647840	3813	-	0.373	-2.00659462185855	4.19409867716538e-06	1.80355301646572e-05	ENSG00000109323	MANBA
chrX	128166327	128256170	89844	-	0.71	-1.82197743131369	4.22198923626141e-06	1.81163374340441e-05	n/a	
chr17	49048068	49064598	16531	-	0.036	-1.91652637750164	4.36749786714324e-06	1.87004048461983e-05	ENSG00000008294	SPAG9
chr1	85121515	85136991	15477	-	0.176	-2.45334709622783	4.59151983768373e-06	1.96174163022067e-05	ENSG00000117155	SSX2IP
chr18	46783380	46906128	122749	-	0.167	-1.79574541495428	4.96434580170976e-06	2.11649089747412e-05	ENSG00000141627	DYM
chr7	74119496	74131270	11775	+	0.024	2.37409781849369	5.01733777457934e-06	2.13451271563835e-05	ENSG00000263001	GTF2I
chr5	107684100	107703654	19555	-	0.434	-1.62285311327133	5.14121388530295e-06	2.18254943403799e-05	ENSG00000145743	FBXL17
chr1	211256122	211280719	24598	-	0.25	-2.35121324554487	5.40491989688836e-06	2.28961606695845e-05	ENSG00000143473	KCNH1
chr9	20715321	20770237	54917	+	0.303	-2.06175728336532	5.45448908268022e-06	2.30570865469561e-05	ENSG00000188352	FOCAD
chr10	116879949	117001514	121566	+	0.179	-2.8685635678681	5.54199965136748e-06	2.33703679427707e-05	ENSG00000107518	ATRNL1
chr3	62431440	62467544	36105	-	0.083	-1.94758194097034	5.55207636209469e-06	2.33703679427707e-05	ENSG00000163618	CADPS
chr15	68434284	68457142	22859	+	0.261	-1.53855607371379	5.67601066633532e-06	2.38141950826839e-05	ENSG00000033800	PIAS1
chr1	211952260	211966532	14273	-	0.658	-1.91137216725721	5.68143780224754e-06	2.38141950826839e-05	ENSG00000123684	LPGAT1
chr11	128932175	128936763	4589	-	0.203	-1.66601176811558	5.70757609786028e-06	2.38389460125268e-05	ENSG00000134909	ARHGAP32
chr9	114289548	114296633	7086	+	0.245	-1.93906760425575	5.71128942640647e-06	2.38389460125268e-05	ENSG00000173258	ZNF483
chr9	35546427	35548532	2106	+	0.209	-2.05673800154585	5.83518235901548e-06	2.43051214995812e-05	ENSG00000198853	RUSC2
chr10	116247717	116251637	3921	-	0.089	-2.75198086328842	6.20710589729012e-06	2.58003086461474e-05	ENSG00000099204	ABLIM1
chr7	139415731	139416814	1084	-	0.071	1.7237449385829	6.37952370302683e-06	2.64617326931801e-05	ENSG00000064393	HIPK2
chr1	95609447	95639445	29999	+	0.314	-2.2723865095246	6.45176902467955e-06	2.67057632601601e-05	ENSG00000152078	TLCD4
chr18	22901972	22907412	5441	-	0.219	-3.55921620622591	6.50821514764763e-06	2.68835194169428e-05	ENSG00000198795	ZNF521
chr10	64148155	64159552	11398	+	0.08	-1.97958332354784	6.69627895638495e-06	2.76030877891562e-05	ENSG00000138311	ZNF365
chr6	152650865	152653025	2161	-	0.364	-2.76025006486268	6.7189960125381e-06	2.76127699997117e-05	ENSG00000131018	SYNE1
chr13	110827687	110829071	1385	-	0.053	7.0678702324392	6.72636536909099e-06	2.76127699997117e-05	ENSG00000187498	COL4A1
chr10	69726440	69773943	47504	-	0.14	-2.00357501802251	6.93498314442114e-06	2.84105996718981e-05	ENSG00000148634	HERC4
chr3	56658507	56707753	49247	-	0.206	-2.27804314915967	7.50342116342923e-06	3.06762043868328e-05	ENSG00000163946	TASOR
chr1	21295967	21308901	12935	-	0.137	-2.11214435015641	7.57992240916218e-06	3.09254621242662e-05	ENSG00000075151	EIF4G3
chr18	18571137	18600200	29064	-	0.486	-2.62083197417268	7.6252648405636e-06	3.099550225974e-05	ENSG00000067900	ROCK1
chr4	1219148	1235307	16160	-	0.101	-2.30349813387978	7.62822506643525e-06	3.099550225974e-05	ENSG00000159692	CTBP1
chr19	5604594	5604947	354	-	0.113	2.12133437174626	7.70374404361727e-06	3.1238603647336e-05	ENSG00000130254	SAFB2
chr6	151669846	151674887	5042	+	0.4	-2.61089005180719	7.83934382959835e-06	3.17238487088015e-05	ENSG00000131016	AKAP12
chr17	26449629	26499644	50016	+	0.252	-2.20743309493365	7.97163066548076e-06	3.21937457504507e-05	ENSG00000087095	NLK
chr15	49528048	49531564	3517	+	0.2	2.29380082623596	8.03679182976118e-06	3.23911994596245e-05	ENSG00000156958	GALK2
chr6	42582809	42600642	17834	+	0.234	-2.15423254167834	8.05471033197266e-06	3.23978348908234e-05	ENSG00000024048	UBR2
chr7	104707174	104731761	24588	+	0.327	-2.43056039031704	8.18159070065806e-06	3.28418288004238e-05	ENSG00000005483	KMT2E
chr17	19921300	20013875	92576	+	0.465	-3.05175304497425	8.21511396221482e-06	3.29100440619109e-05	ENSG00000128487	SPECC1
chr1	247318868	247323115	4248	-	0.706	2.11204120181191	8.2503064843135e-06	3.29846590567634e-05	ENSG00000196418	ZNF124
chr19	23316882	23318845	1964	+	0.444	3.59422989381417	8.28484700711357e-06	3.3056373529385e-05	ENSG00000183850	ZNF730
chr7	94047043	94049596	2554	-	0.021	6.901416832095	8.33566787135646e-06	3.31904283094553e-05	ENSG00000164692	COL1A2
chr12	124904503	124915333	10831	-	0.318	-2.21104414610031	8.35546608944992e-06	3.31904283094553e-05	ENSG00000196498	NCOR2
chr2	106761646	106782539	20894	-	0.54	-1.33576980722364	8.36845555567381e-06	3.31904283094553e-05	ENSG00000115652	UXS1
chr13	20632715	20641530	8816	+	0.072	-1.94326113101018	8.88245894762908e-06	3.51589975441938e-05	ENSG00000121741	ZMYM2
chr2	221618333	221720593	102261	+	0.333	-2.15955251455284	8.95769186348498e-06	3.53864375003941e-05	n/a	
chr18	8718422	8720494	2073	+	0.671	-2.30086673275553	9.12053892848623e-06	3.59584019932992e-05	ENSG00000168502	MTCL1
chr9	88190230	88211364	21135	-	0.205	-2.19712294199436	9.23941952632294e-06	3.63551072666185e-05	ENSG00000135049	AGTPBP1
chr13	26343184	26349097	5914	+	0.311	-1.81520190142811	9.40897277599772e-06	3.69492402307918e-05	ENSG00000132932	ATP8A2
chr4	56319221	56322467	3247	-	0.308	-2.02079902034237	9.62384453586143e-06	3.77186505332679e-05	ENSG00000134852	CLOCK
chr3	71733723	71777774	44052	-	0.204	-2.43202071076521	9.78759213797112e-06	3.82305197246853e-05	ENSG00000163412	EIF4E3
chr5	137093556	137094709	1154	-	0.8	-1.95153825058559	9.79285035639855e-06	3.82305197246853e-05	n/a	
chr6	71442081	71508440	66360	+	0.173	-2.2861900011313	9.84046366726709e-06	3.83412194941855e-05	ENSG00000112305	SMAP1
chr2	50699436	50847321	147886	-	0.049	-1.86136988950188	9.97499478165012e-06	3.87894816606746e-05	ENSG00000179915	NRXN1
chr1	84644860	84650865	6006	+	0.018	-2.10284802751519	1.00162561197924e-05	3.88740076696038e-05	ENSG00000142875	PRKACB
chr12	72956633	72969322	12690	+	0.167	-2.18288835266356	1.03047468929107e-05	3.99158581007496e-05	ENSG00000072657	TRHDE
chr7	16415717	16445962	30246	-	0.596	-2.20484477452997	1.04092753212586e-05	4.02424605138365e-05	ENSG00000214960	CRPPA
chr2	163360953	163374668	13716	-	0.391	-2.00285031974301	1.0786135618178e-05	4.16185969298303e-05	ENSG00000184611	KCNH7
chr16	18851020	18853776	2757	-	0.043	-2.12006927746818	1.08664717747444e-05	4.17830154941025e-05	ENSG00000157106.12	
chr14	93934017	93963632	29616	+	0.312	-2.19761463745059	1.08707192495957e-05	4.17830154941025e-05	ENSG00000133958	UNC79
chr11	18010144	18029623	19480	-	0.125	-1.84555776944158	1.09155733929172e-05	4.18745792394956e-05	ENSG00000129158	SERGEF
chr1	95609447	95616975	7529	+	0.514	-1.69610641891224	1.10716671764881e-05	4.23174771678666e-05	ENSG00000152078	TLCD4
chr1	78183552	78191447	7896	-	0.095	-2.13733669058974	1.1082009830375e-05	4.23174771678666e-05	ENSG00000077254	USP33
chr7	14613837	14712652	98816	-	0.388	-2.254642203257	1.10947880872056e-05	4.23174771678666e-05	ENSG00000136267	DGKB
chr10	28872328	28884970	12643	+	0.176	-2.33138233661271	1.11369282103774e-05	4.23969867435208e-05	ENSG00000095787	WAC
chr1	243809195	244006584	197390	-	0.006	-2.03299208432045	1.11712265252927e-05	4.24463969691943e-05	ENSG00000117020	AKT3
chrX	120224253	120298011	73759	+	0.429	-2.24763277008132	1.12775923410403e-05	4.27689263828787e-05	n/a	
chr18	76856476	76914555	58080	+	0.333	-1.78242942182941	1.14057926896901e-05	4.31537291178364e-05	ENSG00000166377	ATP9B
chr9	86292642	86301070	8429	-	0.084	-1.62296697255546	1.14224084606227e-05	4.31537291178364e-05	ENSG00000135018	UBQLN1
chr6	99887645	99913012	25368	-	0.493	-2.19183054395261	1.16910081629047e-05	4.40472910881994e-05	ENSG00000123552	USP45
chr20	58426623	58436553	9931	+	0.808	-2.57496571875783	1.17031727702951e-05	4.40472910881994e-05	n/a	
chr9	79996892	80022523	25632	+	0.432	-1.71126850747563	1.21210329473281e-05	4.55339181096798e-05	ENSG00000197969	VPS13A
chr21	17135210	17138460	3251	+	0.129	2.08054699039436	1.22538410580583e-05	4.59461347393484e-05	ENSG00000155313	USP25
chr2	230638813	230653656	14844	-	0.101	-2.12948563457033	1.26889045543499e-05	4.74879867814109e-05	ENSG00000153827	TRIP12
chr7	91924203	91957214	33012	+	0.533	-1.29543891692658	1.29410413131188e-05	4.82893243884083e-05	ENSG00000001629	ANKIB1
chr2	72945232	72968598	23367	-	0.258	-2.3681539549888	1.29515315034706e-05	4.82893243884083e-05	ENSG00000144036	EXOC6B
chr2	58275962	58316858	40897	+	0.553	-2.23607873663861	1.30198308830452e-05	4.84532397909216e-05	ENSG00000028116	VRK2
chr12	31595709	31600703	4995	-	0.211	-1.87201832214997	1.31601605109427e-05	4.88841036889683e-05	ENSG00000170456	DENND5B
chr12	22646157	22659753	13597	-	0.144	-1.79047886541219	1.33817353276514e-05	4.96145903861341e-05	ENSG00000111731	C2CD5
chr22	46096162	46136418	40257	+	0.272	-2.48482252284778	1.3461680070625e-05	4.98182249453797e-05	ENSG00000130638	ATXN10
chr5	147928231	147929825	1595	-	0.5	-2.26934745663006	1.3652712800037e-05	5.04314493225857e-05	ENSG00000164270	HTR4
chr10	45953233	45959775	6543	-	0.278	-2.43825091852986	1.39696363535832e-05	5.15065666296003e-05	ENSG00000165406	MARCHF8
chr10	97141442	97170534	29093	-	0.059	2.53306789070689	1.44458825199202e-05	5.31640519356029e-05	ENSG00000095637	SORBS1
chr3	55922417	56026278	103862	-	0.138	-2.46317326480113	1.52192053335022e-05	5.59067118431789e-05	ENSG00000187672	ERC2
chr5	102432245	102433485	1241	-	0.353	-1.69593567748996	1.53838181705815e-05	5.64073332921323e-05	ENSG00000145723	GIN1
chr11	103173822	103194718	20897	+	0.414	-1.59905376239183	1.5745951593729e-05	5.76290250424896e-05	ENSG00000187240	DYNC2H1
chr9	20923659	20933131	9473	+	0.4	-1.7580233767314	1.64714884025417e-05	6.01738227696522e-05	ENSG00000188352	FOCAD
chr7	77755011	77814987	59977	-	0.356	-1.65716304439732	1.70464595884085e-05	6.21602583159732e-05	ENSG00000187391	MAGI2
chr6	155095123	155116273	21151	+	0.521	-1.51846660955104	1.72494604460258e-05	6.27855132505255e-05	ENSG00000213079	SCAF8
chr7	73114708	73115261	554	-	0.289	-2.02773222232595	1.76262207758655e-05	6.40214111329869e-05	ENSG00000106089	STX1A
chr5	56526673	56527148	476	+	0.087	-2.26524977674606	1.76533172837819e-05	6.40214111329869e-05	ENSG00000062194	GPBP1
chr4	183522077	183550042	27966	+	0.156	-1.91286089590448	1.7808721271119e-05	6.44675710014507e-05	ENSG00000218336	TENM3
chr3	18419662	18462483	42822	-	0.4	-2.42271501870898	1.79213645298532e-05	6.47575985098688e-05	ENSG00000182568	SATB1
chr1	220771673	220792097	20425	+	0.125	-1.95845851866167	1.8454272917697e-05	6.65624227882877e-05	ENSG00000116141	MARK1
chrX	134679348	134686071	6724	+	0.542	-2.02354795582542	1.87605822165648e-05	6.75448810003265e-05	ENSG00000165359	INTS6L
chr4	151124947	151161027	36081	+	0.04	-2.74894629617935	1.92379200817014e-05	6.91384456365838e-05	ENSG00000170390	DCLK2
chr9	86274695	86301070	26376	-	0.386	-1.63806099447533	1.93162768714733e-05	6.92949680200062e-05	n/a	
chr7	104702611	104722244	19634	+	0.233	-1.87852276993058	1.99299005027781e-05	7.13676832752361e-05	ENSG00000005483	KMT2E
chr15	43120126	43170882	50757	-	0.156	-1.79470498055271	2.06555987544788e-05	7.38335675406955e-05	ENSG00000128881	TTBK2
chr8	29959414	29962002	2589	+	0.07	2.56880365899079	2.08457443509937e-05	7.43797078903737e-05	ENSG00000104660	LEPROTL1
chr18	8714137	8720494	6358	+	0.434	-2.21767115984099	2.11457174482722e-05	7.53150687647761e-05	ENSG00000168502	MTCL1
chr4	177070958	177073118	2161	+	0.22	-2.08427430226825	2.1512386733736e-05	7.64842178336934e-05	ENSG00000150627	WDR17
chr6	17507400	17514185	6786	+	0.065	-2.23564319237474	2.15552217757771e-05	7.64999047336405e-05	ENSG00000112186	CAP2
chr10	72604230	72619256	15027	+	0.553	-1.77494857937962	2.29773808237971e-05	8.1402073345516e-05	ENSG00000166224	SGPL1
chr2	32602656	32631625	28970	+	0.151	-1.7251563625284	2.41018751955198e-05	8.52341625475664e-05	ENSG00000115760	BIRC6
chr3	43591212	43607219	16008	-	0.333	-1.59388666963741	2.4194404861298e-05	8.54096809908589e-05	ENSG00000160746	ANO10
chr10	84711225	84745103	33879	+	0.294	-2.10429989940851	2.42856491975484e-05	8.54882993186336e-05	ENSG00000185737	NRG3
chr19	30462100	30503438	41339	+	0.114	-2.51044982569483	2.43025501829968e-05	8.54882993186336e-05	ENSG00000105176	URI1
chr7	8043538	8099878	56341	+	0.659	-2.36856225599042	2.45064145500911e-05	8.60533886582563e-05	ENSG00000106415	GLCCI1
chr21	30693542	30702014	8473	+	0.74	-1.10321554234949	2.52323809619514e-05	8.84466029845867e-05	ENSG00000156273	BACH1
chr20	34300941	34313077	12137	-	0.478	-1.51277763068688	2.54092842776667e-05	8.89101669540148e-05	ENSG00000131051	RBM39
chr14	57051719	57103316	51598	+	0.476	-1.87950786166593	2.54873040002659e-05	8.90267057272446e-05	ENSG00000070269	TMEM260
chr8	18656805	18662408	5604	-	0.468	1.27191373039481	2.58869331032832e-05	9.0264244848751e-05	ENSG00000156011	PSD3
chr7	91924203	91948826	24624	+	0.331	-1.90420202033681	2.62845827407177e-05	9.13603368247569e-05	ENSG00000001629	ANKIB1
chr1	21295967	21307720	11754	-	0.065	2.26721718105387	2.6293055248913e-05	9.13603368247569e-05	ENSG00000075151	EIF4G3
chr15	52338027	52342334	4308	+	0.138	-1.89696511964517	2.6685526238535e-05	9.2562513485929e-05	ENSG00000069956	MAPK6
chr3	196807922	196846401	38480	-	0.124	-1.77515952831647	2.68017005697016e-05	9.28038014509147e-05	ENSG00000075711	DLG1
chr12	44136260	44142412	6153	-	0.258	-1.99081678487177	2.68507118778339e-05	9.281209609161e-05	ENSG00000129317	PUS7L
chr11	118451961	118455359	3399	+	0.184	-1.9957542473631	2.71537162847561e-05	9.36967922408137e-05	ENSG00000095139	ARCN1
chr6	73001637	73023375	21739	+	0.005	-2.98308030661449	2.76624706810062e-05	9.52871611174451e-05	ENSG00000079841	RIMS1
chr10	16794538	16824083	29546	-	0.327	-1.74631741672138	2.77204730285433e-05	9.53220411050599e-05	ENSG00000148484	RSU1
chr10	103427643	103436193	8551	-	0.658	-1.21812208856129	2.79540219382902e-05	9.59594097916133e-05	ENSG00000107829	FBXW4
chr11	46515158	46534363	19206	-	0.323	-2.21169203231249	2.84974594713494e-05	9.76565263467414e-05	ENSG00000110497	AMBRA1
chr14	66028055	66028484	430	+	0.669	-2.15763202185422	2.8802669790075e-05	9.85328445911328e-05	ENSG00000033170	FUT8
chr14	93760204	93762503	2300	-	0.75	-1.90585834762452	2.93362126446164e-05	0.000100185933748596	ENSG00000011114	BTBD7
chrX	17121841	17157084	35244	+	0.234	-2.2802028236719	2.96879033918387e-05	0.000101147271581243	ENSG00000169891	REPS2
chr1	51121114	51210447	89334	-	0.218	-1.99965638520026	2.9719313849838e-05	0.000101147271581243	ENSG00000185104	FAF1
chr11	33572586	33573787	1202	+	0.071	-2.14939746516657	2.98877810558944e-05	0.000101547051334959	ENSG00000110427	KIAA1549L
chr2	136505837	136530117	24281	+	0.389	-1.9161817079759	3.03740461382992e-05	0.000103023383068746	ENSG00000144224	UBXN4
chr10	76598441	76603236	4796	+	0.754	-1.84958433893091	3.06077591242085e-05	0.000103639538122958	ENSG00000156650	KAT6B
chr4	156617908	156643344	25437	+	0.113	-2.03566077967784	3.09909745123627e-05	0.000104750793458391	ENSG00000164116	GUCY1A1
chr7	156549087	156619438	70352	-	0.099	-1.93431614661684	3.10411693322203e-05	0.000104750793458391	ENSG00000105983	LMBR1
chr14	67736418	67770316	33899	+	0.267	-1.43135095631088	3.19771104896758e-05	0.000107726610803628	ENSG00000072415	MPP5
chr1	233270759	233344435	73677	-	0.085	-1.91170664125213	3.2704192556061e-05	0.000109989944897158	ENSG00000135749	PCNX2
chr6	54013854	54067031	53178	+	0.743	-2.83978171934162	3.38467187748974e-05	0.000113640500979462	ENSG00000146147	MLIP
chr8	105080740	105161076	80337	+	0.765	-2.58875517376009	3.50165916870071e-05	0.000117370427691635	ENSG00000176406	RIMS2
chr10	103916776	103917971	1196	+	0.194	-1.74916087952308	3.51242272353524e-05	0.000117533338530398	ENSG00000166197	NOLC1
chr1	118003111	118045592	42482	+	0.209	-2.2234370557374	3.57195674599096e-05	0.000119324930893758	ENSG00000198162	MAN1A2
chr6	109175428	109197553	22126	+	0.6	-1.76505606510818	3.64985962600577e-05	0.000121723124210678	ENSG00000118690	ARMC2
chr14	31596991	31641328	44338	-	0.347	-2.66921520908598	3.66205463843679e-05	0.000121925598413506	ENSG00000092148	HECTD1
chr10	15858834	15889942	31109	-	0.696	-1.51090035756032	3.71035529285253e-05	0.000123327502304998	ENSG00000148481	MINDY3
chr6	137015278	137019820	4543	-	0.256	-1.77843677089143	3.72160203531922e-05	0.000123495160872009	ENSG00000197442	MAP3K5
chr9	103204188	103204638	451	+	0.278	-1.93410641569182	3.72844674139502e-05	0.000123516430318094	ENSG00000066697	MSANTD3
chr8	19249093	19260648	11556	-	0.714	-2.21904206020908	3.7353352679181e-05	0.000123539078379152	n/a	
chr5	109049221	109125228	76008	+	0.4	-2.10709067589012	3.74277012035563e-05	0.000123579690043583	ENSG00000112893	MAN2A1
chr5	113740135	113740553	419	+	0.934	-2.36388859145118	3.78097974431443e-05	0.00012463461375712	ENSG00000080709	KCNN2
chr12	91069070	91073722	4653	+	0.4	-1.99756104619271	3.83392351464804e-05	0.000126170937482054	ENSG00000286021	LINC02822
chr5	36211946	36227667	15722	-	0.133	-1.87945521579245	3.89868517720131e-05	0.000128072737224882	ENSG00000152620	NADK2
chr18	9583115	9595151	12037	-	0.721	-1.61088844094295	3.90457817656972e-05	0.000128072737224882	ENSG00000154845	PPP4R1
chr18	54426096	54448887	22792	+	0.398	-2.05159984279128	3.94245083182132e-05	0.000129102296153886	ENSG00000091157	WDR7
chr6	70447834	70500364	52531	-	0.05	-1.87383763753547	4.05727647058836e-05	0.000132644293151747	ENSG00000168216	LMBRD1
chr1	84644860	84680000	35141	+	0.075	-1.80063281565378	4.07326149913634e-05	0.000132948584340663	ENSG00000142875	PRKACB
chr19	9763629	9771550	7922	-	0.353	-1.72886376666949	4.23123033631487e-05	0.00013787855318499	ENSG00000171466	ZNF562
chr5	179688684	179707608	18925	-	0.342	-1.86454283735816	4.27037961265161e-05	0.00013892689230048	ENSG00000050748	MAPK9
chr8	41832222	41845081	12860	-	0.113	-2.09218297413041	4.28537394627866e-05	0.000139187267977827	ENSG00000083168	KAT6A
chr3	37315027	37343823	28797	+	0.149	-2.25341788591859	4.32755295780343e-05	0.000140328305195222	ENSG00000144674	GOLGA4
chr5	88201026	88261732	60707	+	0.483	-1.7677971731866	4.36154349474443e-05	0.00014120053817945	ENSG00000248309	MEF2C-AS1
chr1	104070317	104095939	25623	+	0.296	-2.14112906127301	4.42723159101173e-05	0.000143094449638058	ENSG00000185946	RNPC3
chr17	49294695	49302570	7876	-	0.417	-1.87167462360958	4.50288152728892e-05	0.000145303681050766	ENSG00000011258	MBTD1
chr8	72211282	72246409	35128	-	0.545	2.80986944330971	4.70138714007997e-05	0.000151463783105165	ENSG00000104313	EYA1
chr15	50330965	50399205	68241	-	0.565	-1.83970892542938	4.80854709302672e-05	0.000154646998493227	ENSG00000104043	ATP8B4
chr12	88898936	88939642	40707	-	0.214	-2.07851718492764	4.81572772806633e-05	0.000154646998493227	ENSG00000049130	KITLG
chr10	112356156	112358048	1893	+	0.46	-1.30208640371898	4.83311624969695e-05	0.000154955466234245	ENSG00000108055	SMC3
chr2	201721405	201722812	1408	-	0.041	-2.02025579975104	4.94784309677156e-05	0.000158378707486691	ENSG00000013441	CLK1
chr7	22306583	22357656	51074	-	0.253	-2.06060114804091	4.96041334816434e-05	0.00015852621149591	ENSG00000136237	RAPGEF5
chr6	79752560	79770535	17976	-	0.412	-1.53343407351955	5.04836037284734e-05	0.000161078293306716	ENSG00000146247	PHIP
chr14	45478116	45501579	23464	+	0.063	-2.01395863167661	5.10002917275812e-05	0.000162466529327383	ENSG00000198718	TOGARAM1
chr2	200188526	200246543	58018	-	0.047	-1.91361672118862	5.1255643298106e-05	0.000163019146655797	ENSG00000119042	SATB2
chr5	142434004	142513670	79667	+	0.166	-1.62423331589039	5.16425511781691e-05	0.000163987750232432	ENSG00000145819	ARHGAP26
chr6	143792098	143795993	3896	+	0.607	-1.9485006916878	5.18960068763372e-05	0.000164530174666859	ENSG00000034693	PEX3
chr6	62362160	62407158	44999	-	0.718	-2.824977001485	5.21118205887626e-05	0.000164951724629931	n/a	
chr9	79829245	79842401	13157	+	0.349	-1.69555752064354	5.31289869819108e-05	0.000167904465207912	ENSG00000197969	VPS13A
chr12	101316004	101336313	20310	+	0.273	-1.74214849578647	5.35912160474293e-05	0.000169096848098941	ENSG00000151572	ANO4
