circBase ID,circBank ID,riboCIRC ID,riboCIRC ORF ID,ORF Length,Host_Gene,Refseq,Hg19,Hg38,Strand,GPL19978_GPL21825,GPL19978_GPL21825_Probe,Spliced Seq Length,Annotation
hsa_circ_0117250,hsa_circCNTNAP5_014,N/A,N/A,N/A,CNTNAP5,ENST00000431078.1,chr2:125547478-125555897,chr2:124789901-124798320,+,N/A,N/A,465,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117275,hsa_circMAP3K2_002,N/A,N/A,N/A,MAP3K2,ENST00000409947.1,chr2:128093445-128100770,chr2:127335869-127343194,-,N/A,N/A,329,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0002480,hsa_circMGAT5_004,N/A,N/A,N/A,MGAT5,NM_002410,chr2:135010665-135028121,chr2:134253094-134270550,+,N/A,N/A,1715,"ALT_ACCEPTOR, CDS, coding, OVCODE, OVEXON, upstream_start, UTR5"
hsa_circ_0117364,hsa_circR3HDM1_005,N/A,N/A,N/A,R3HDM1,ENST00000264160.4,chr2:136360069-136374327,chr2:135602499-135616757,+,N/A,N/A,552,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0117385,hsa_circR3HDM1_049,N/A,N/A,N/A,R3HDM1,ENST00000264160.4,chr2:136432901-136453476,chr2:135675331-135695906,+,N/A,N/A,15889,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0056612,hsa_circDARS_004,N/A,N/A,N/A,DARS,NM_001349,chr2:136690352-136719068,chr2:135932782-135961498,-,N/A,N/A,347,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0117514,hsa_circGTDC1_006,N/A,N/A,N/A,GTDC1,NM_024659,chr2:144899448-144994906,chr2:144141881-144237339,-,N/A,N/A,767,"ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0056744,hsa_circPRPF40A_012,N/A,N/A,N/A,PRPF40A,NM_017892,chr2:153519116-153525784,chr2:152662602-152669270,-,N/A,N/A,692,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117745,hsa_circCCDC148_008,N/A,N/A,N/A,CCDC148,ENST00000283233.5,chr2:159165944-159197192,chr2:158309432-158340680,-,N/A,N/A,859,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0117747,hsa_circCCDC148_003,N/A,N/A,N/A,CCDC148,ENST00000409187.1,chr2:159165944-159222588,chr2:158309432-158366076,-,N/A,N/A,1148,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0117756,hsa_circPKP4_020,N/A,N/A,N/A,PKP4,ENST00000389757.3,chr2:159477501-159477933,chr2:158620989-158621421,+,N/A,N/A,323,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117897,hsa_circSCN3A_015,N/A,N/A,N/A,SCN3A,NM_006922,chr2:165956811-165987927,chr2:165100301-165131417,-,N/A,N/A,1575,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0007082,hsa_circSTK39_011,N/A,N/A,N/A,STK39,NM_013233,chr2:169018296-169023917,chr2:168161786-168167407,-,N/A,N/A,307,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0056939,hsa_circCERS6_002,N/A,N/A,N/A,CERS6,NM_203463,chr2:169404105-169417832,chr2:168547595-168561322,+,hsa_circRNA_056939,ASCRP3003733,237,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0056941,hsa_circCERS6_004,N/A,N/A,N/A,CERS6,NM_203463,chr2:169404105-169574488,chr2:168547595-168717978,+,N/A,N/A,675,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0118027,hsa_circUBR3_018,N/A,N/A,N/A,UBR3,ENST00000272793.5,chr2:170735034-170762674,chr2:169878524-169906164,+,N/A,N/A,791,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118049,hsa_circUBR3_062,N/A,N/A,N/A,UBR3,ENST00000272793.5,chr2:170870350-170917953,chr2:170013840-170061443,+,N/A,N/A,2092,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0056999,hsa_circUBR3_064,N/A,N/A,N/A,UBR3,NM_172070,chr2:170871790-170897495,chr2:170015280-170040985,+,N/A,N/A,293,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0057023,hsa_circTLK1_031,N/A,N/A,N/A,TLK1,NM_012290,chr2:171862656-171867964,chr2:171006146-171011454,-,N/A,N/A,570,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118080,hsa_circMETTL8_006,N/A,N/A,N/A,METTL8,NM_024770,chr2:172180553-172196064,chr2:171324043-171339554,-,N/A,N/A,1117,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0057050,hsa_circDCAF17_010,N/A,N/A,N/A,DCAF17,NM_025000,chr2:172305190-172325540,chr2:171448680-171469030,+,N/A,N/A,660,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002642,hsa_circSP3_001,hsa_circSP3_001,hsa_circSP3_001_263,264,SP3,NM_003111,chr2:174819600-174820960,chr2:173954872-173956232,-,hsa_circRNA_102857,ASCRP3010924,1360,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002642,hsa_circSP3_001,hsa_circSP3_001,hsa_circSP3_001_461,462,SP3,NM_003111,chr2:174819600-174820960,chr2:173954872-173956232,-,hsa_circRNA_102857,ASCRP3010924,1360,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0057183,hsa_circAGPS_024,N/A,N/A,N/A,AGPS,NM_003659,chr2:178370233-178388533,chr2:177505505-177523805,+,hsa_circRNA_057183,ASCRP3009979,380,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118196,hsa_circLOC100506866_009,N/A,N/A,N/A,LOC100506866,NR_038272,chr2:179400458-179465394,chr2:178535731-178600667,+,N/A,N/A,3698,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0118276,hsa_circNCKAP1_062,N/A,N/A,N/A,NCKAP1,ENST00000360982.2,chr2:183817132-183822324,chr2:182952404-182957596,-,N/A,N/A,720,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118299,hsa_circNUP35_009,N/A,N/A,N/A,NUP35,ENST00000295119.4,chr2:183998293-184025923,chr2:183133565-183161195,+,N/A,N/A,706,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0118326,hsa_circITGAV_022,N/A,N/A,N/A,ITGAV,NM_002210,chr2:187528494-187534541,chr2:186663767-186669814,+,N/A,N/A,849,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0118363,hsa_circANKAR_008,N/A,N/A,N/A,ANKAR,NM_144708,chr2:190560875-190609514,chr2:189696149-189744788,+,N/A,N/A,2569,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118369,hsa_circANKAR_016,N/A,N/A,N/A,ANKAR,NM_144708,chr2:190585344-190609514,chr2:189720618-189744788,+,N/A,N/A,1591,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005503,hsa_circANKAR_020,N/A,N/A,N/A,ANKAR,NM_144708,chr2:190593385-190620046,chr2:189728659-189755320,+,N/A,N/A,9967,"ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON, UTR3"
hsa_circ_0118399,hsa_circAC093388.3_001,N/A,N/A,N/A,AC093388.3,ENST00000457407.1,chr2:191432798-191438145,chr2:190568072-190573419,+,N/A,N/A,5347,"ALT_DONOR, downstream_end, ncRNA, OVEXON"
hsa_circ_0057607,hsa_circPGAP1_022,N/A,N/A,N/A,PGAP1,NM_024989,chr2:197755551-197763093,chr2:196890827-196898369,-,hsa_circRNA_057607,ASCRP3000300,366,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118558,hsa_circSATB2_042,N/A,N/A,N/A,SATB2,ENST00000443023.1,chr2:200173482-200233430,chr2:199308759-199368707,-,N/A,N/A,1143,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0007530,hsa_circCFLAR_004,N/A,N/A,N/A,CFLAR,NM_001202519,chr2:201997751-202014558,chr2:201133028-201149835,+,N/A,N/A,512,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0118659,hsa_circALS2_009,N/A,N/A,N/A,ALS2,NM_020919,chr2:202603392-202617965,chr2:201738669-201753242,-,N/A,N/A,777,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008906,hsa_circBMPR2_019,N/A,N/A,N/A,BMPR2,NM_001204,chr2:203378441-203383775,chr2:202513718-202519052,+,N/A,N/A,434,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118723,hsa_circICA1L_005,N/A,N/A,N/A,ICA1L,ENST00000425178.1,chr2:203690417-203709310,chr2:202825694-202844587,-,N/A,N/A,15813,"ALT_ACCEPTOR, CDS, coding, OVCODE, OVEXON, upstream_start, UTR5"
hsa_circ_0118742,hsa_circALS2CR8_015,N/A,N/A,N/A,ALS2CR8,ENST00000320443.8,chr2:203817281-203836461,chr2:202952558-202971738,+,N/A,N/A,1025,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0057904,hsa_circINO80D_006,N/A,N/A,N/A,INO80D,NM_017759,chr2:206911227-206921667,chr2:206046503-206056943,-,N/A,N/A,855,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008245,hsa_circ_chr2_00068,N/A,N/A,N/A,None,None,chr2:206959645-206960515,chr2:206094921-206095791,-,hsa_circRNA_008245,ASCRP3009095,870,INTERGENIC
hsa_circ_0119075,hsa_circSPAG16_013,N/A,N/A,N/A,SPAG16,ENST00000413312.1,chr2:214181942-214215369,chr2:213317218-213350645,+,N/A,N/A,364,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058174,hsa_circXRCC5_023,hsa_circXRCC5_001,hsa_circXRCC5_001_103,104,XRCC5,NM_021141,chr2:217005908-217012999,chr2:216141185-216148276,+,N/A,N/A,328,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058255,hsa_circUSP37_049,N/A,N/A,N/A,USP37,NM_020935,chr2:219330732-219339608,chr2:218466009-218474885,-,N/A,N/A,423,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058275,hsa_circRQCD1_008,N/A,N/A,N/A,RQCD1,NM_005444,chr2:219447693-219449444,chr2:218582970-218584721,+,hsa_circRNA_102918,ASCRP3001471,226,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058518,hsa_circAGFG1_010,N/A,N/A,N/A,AGFG1,NM_001135187,chr2:228356262-228401709,chr2:227491546-227536993,+,hsa_circRNA_102931,ASCRP3004682,1283,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0119304,hsa_circTRIP12_007,N/A,N/A,N/A,TRIP12,ENST00000389044.4,chr2:230693908-230744844,chr2:229829192-229880128,-,N/A,N/A,1499,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0119305,hsa_circTRIP12_021,N/A,N/A,N/A,TRIP12,ENST00000389044.4,chr2:230701563-230725247,chr2:229836847-229860531,-,N/A,N/A,1172,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0058686,hsa_circCOPS7B_003,N/A,N/A,N/A,COPS7B,NM_022730,chr2:232653264-232656518,chr2:231788554-231791808,+,hsa_circRNA_058686,ASCRP3004219,254,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0058794,hsa_circAGAP1_009,N/A,N/A,N/A,AGAP1,NM_001037131,chr2:236626200-236659132,chr2:235717556-235750488,+,hsa_circRNA_102950,ASCRP3010192,451,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0006511,hsa_circFARP2_011,N/A,N/A,N/A,FARP2,NM_014808,chr2:242343242-242375953,chr2:241403827-241436538,+,N/A,N/A,975,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114885,hsa_circRP5-1103G7.4_004,N/A,N/A,N/A,RP5-1103G7.4,ENST00000442637.1,chr20:301148-303209,chr20:320504-322565,-,N/A,N/A,465,"ALT_DONOR, INTERNAL, ncRNA, OVEXON"
hsa_circ_0114714,hsa_circNSFL1C_003,N/A,N/A,N/A,NSFL1C,NM_001206736,chr20:1433137-1438919,chr20:1452492-1458274,-,N/A,N/A,588,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115019,hsa_circC20orf194_002,N/A,N/A,N/A,C20orf194,ENST00000252032.9,chr20:3354694-3363153,chr20:3374047-3382506,-,N/A,N/A,529,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0115149,hsa_circATRN_033,N/A,N/A,N/A,ATRN,NM_139321,chr20:3577023-3584909,chr20:3596376-3604262,+,N/A,N/A,385,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115499,hsa_circGPCPD1_006,N/A,N/A,N/A,GPCPD1,NM_019593,chr20:5538590-5585086,chr20:5557944-5604440,-,N/A,N/A,1857,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0114664,hsa_circSNAP25_005,N/A,N/A,N/A,SNAP25,NM_003081,chr20:10256076-10286911,chr20:10275428-10306263,+,N/A,N/A,750,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5"
hsa_circ_0114669,hsa_circBTBD3_003,N/A,N/A,N/A,BTBD3,ENST00000405977.1,chr20:11898425-11979844,chr20:11917777-11999196,+,N/A,N/A,77597,"ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5"
hsa_circ_0114682,hsa_circTASP1_040,N/A,N/A,N/A,TASP1,ENST00000337743.4,chr20:13509079-13550233,chr20:13528432-13569586,-,N/A,N/A,386,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0114759,hsa_circCSRP2BP_002,N/A,N/A,N/A,CSRP2BP,ENST00000278816.2,chr20:18122851-18131586,chr20:18142207-18150942,+,N/A,N/A,953,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0114806,hsa_circRALGAPA2_029,N/A,N/A,N/A,RALGAPA2,NM_020343,chr20:20527347-20571958,chr20:20546703-20591314,-,N/A,N/A,1082,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0114835,hsa_circXRN2_013,N/A,N/A,N/A,XRN2,ENST00000377191.3,chr20:21311118-21327188,chr20:21330480-21346550,+,N/A,N/A,1238,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059685,hsa_circ_chr20_00012,N/A,N/A,N/A,None,None,chr20:25612793-25615463,chr20:25632157-25634827,+,N/A,N/A,2670,INTERGENIC
hsa_circ_0114900,hsa_circKIF3B_007,N/A,N/A,N/A,KIF3B,NM_004798,chr20:30904020-30919349,chr20:32316217-32331546,+,N/A,N/A,1067,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0114931,hsa_circCDK5RAP1_010,N/A,N/A,N/A,CDK5RAP1,ENST00000357886.4,chr20:31967266-31975339,chr20:33379460-33387533,-,N/A,N/A,605,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059862,hsa_circCBFA2T2_009,N/A,N/A,N/A,CBFA2T2,NM_005093,chr20:32207322-32216241,chr20:33619516-33628435,+,N/A,N/A,612,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059865,hsa_circCBFA2T2_013,N/A,N/A,N/A,CBFA2T2,NM_005093,chr20:32210920-32212823,chr20:33623114-33625017,+,hsa_circRNA_103025,ASCRP3003504,436,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114944,hsa_circCBFA2T2_021,N/A,N/A,N/A,CBFA2T2,NM_005093,chr20:32224445-32228337,chr20:33636639-33640531,+,N/A,N/A,260,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114956,hsa_circRALY_002,N/A,N/A,N/A,RALY,NM_016732,chr20:32617574-32619410,chr20:34029768-34031604,+,N/A,N/A,1836,"ALT_ACCEPTOR, coding, INTERNAL, intronic, OVEXON, UTR5"
hsa_circ_0005868,hsa_circITCH_051,N/A,N/A,N/A,ITCH,NM_031483,chr20:33057852-33069011,chr20:34470047-34481206,+,hsa_circRNA_103030,ASCRP3000790,669,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0001146,hsa_circCPNE1_003,N/A,N/A,N/A,CPNE1,NM_003915,chr20:34241449-34246936,chr20:35653527-35659014,-,hsa_circRNA_092505,ASCRP3002334,5487,"ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5"
hsa_circ_0007130,hsa_circPHF20_013,N/A,N/A,N/A,PHF20,NM_016436,chr20:34430494-34446303,chr20:35842572-35858381,+,N/A,N/A,337,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115066,hsa_circPHF20_026,N/A,N/A,N/A,PHF20,ENST00000374012.3,chr20:34446223-34457473,chr20:35858301-35869551,+,N/A,N/A,582,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115140,hsa_circRBL1_008,N/A,N/A,N/A,RBL1,ENST00000373664.3,chr20:35683955-35696589,chr20:37055552-37068186,-,N/A,N/A,1177,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0060236,hsa_circRBL1_016,N/A,N/A,N/A,RBL1,NM_002895,chr20:35689505-35690673,chr20:37061102-37062270,-,N/A,N/A,354,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0060394,hsa_circZHX3_008,N/A,N/A,N/A,ZHX3,NM_015035,chr20:39830696-39833706,chr20:41202056-41205066,-,hsa_circRNA_060394,ASCRP3005723,3010,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0060424,hsa_circPTPRT_007,N/A,N/A,N/A,PTPRT,NM_133170,chr20:41076859-41101202,chr20:42448219-42472562,-,N/A,N/A,407,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115299,hsa_circZMYND8_058,N/A,N/A,N/A,ZMYND8,ENST00000311275.7,chr20:45855945-45865260,chr20:47227202-47236516,-,N/A,N/A,351,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115301,hsa_circZMYND8_051,N/A,N/A,N/A,ZMYND8,ENST00000311275.7,chr20:45874751-45883168,chr20:47246007-47254424,-,N/A,N/A,5648,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0060627,hsa_circNCOA3_007,N/A,N/A,N/A,NCOA3,NM_181659,chr20:46252654-46256767,chr20:47623910-47628023,+,hsa_circRNA_103074,ASCRP3001348,740,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0060665,hsa_circARFGEF2_005,N/A,N/A,N/A,ARFGEF2,NM_006420,chr20:47567859-47570327,chr20:48951322-48953790,+,N/A,N/A,562,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0060673,hsa_circARFGEF2_019,N/A,N/A,N/A,ARFGEF2,NM_006420,chr20:47570092-47592736,chr20:48953555-48976199,+,N/A,N/A,1355,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0060894,hsa_circATP9A_059,N/A,N/A,N/A,ATP9A,NM_006045,chr20:50273476-50287796,chr20:51656937-51671257,-,N/A,N/A,469,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115476,hsa_circTSHZ2_002,N/A,N/A,N/A,TSHZ2,NM_173485,chr20:51870037-51873110,chr20:53253498-53256571,+,N/A,N/A,3073,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3"
hsa_circ_0004858,hsa_circYTHDF1_005,N/A,N/A,N/A,YTHDF1,NM_017798,chr20:61833638-61835159,chr20:63202286-63203807,-,hsa_circRNA_103103,ASCRP3012529,1521,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007609,hsa_circDNAJC5_002,N/A,N/A,N/A,DNAJC5,NM_025219,chr20:62559687-62562375,chr20:63928334-63931022,+,hsa_circRNA_103106,ASCRP3010087,504,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0061307,hsa_circNCAM2_004,N/A,N/A,N/A,NCAM2,NM_004540,chr21:22652897-22664561,chr21:21280577-21292241,+,N/A,N/A,564,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115726,hsa_circAPP_030,N/A,N/A,N/A,APP,NM_000484,chr21:27269884-27284274,chr21:25897572-25911962,-,N/A,N/A,377,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115780,hsa_circTIAM1_029,N/A,N/A,N/A,TIAM1,ENST00000286827.3,chr21:32524953-32525452,chr21:31152635-31153134,-,N/A,N/A,195,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115783,hsa_circTIAM1_017,N/A,N/A,N/A,TIAM1,ENST00000286827.3,chr21:32537278-32590015,chr21:31164961-31217699,-,N/A,N/A,996,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007207,hsa_circSCAF4_002,N/A,N/A,N/A,SCAF4,NM_020706,chr21:33073307-33078670,chr21:31700994-31706357,-,hsa_circRNA_103119,ASCRP3012106,747,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0115813,hsa_circC21orf59_001,N/A,N/A,N/A,C21orf59,ENST00000382549.4,chr21:33979958-33982315,chr21:32607648-32610005,-,N/A,N/A,236,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007585,hsa_circSYNJ1_003,N/A,N/A,N/A,SYNJ1,NM_203446,chr21:34065481-34067592,chr21:32693171-32695282,-,N/A,N/A,1366,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0008572,hsa_circTTC3_002,N/A,N/A,N/A,TTC3,NM_003316,chr21:38459546-38461186,chr21:37087246-37088886,+,N/A,N/A,437,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0116040,hsa_circBRWD1_069,N/A,N/A,N/A,BRWD1,NM_033656,chr21:40604102-40622815,chr21:39232176-39250889,-,N/A,N/A,745,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0116075,hsa_circDSCAM_024,N/A,N/A,N/A,DSCAM,ENST00000400454.1,chr21:41505780-41516658,chr21:40133853-40144731,-,N/A,N/A,544,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0061920,hsa_circTRAPPC10_008,N/A,N/A,N/A,TRAPPC10,NM_003274,chr21:45472160-45483666,chr21:44052279-44063785,+,hsa_circRNA_103142,ASCRP3003809,753,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0116201,hsa_circDGCR5_005,N/A,N/A,N/A,DGCR5,ENST00000424407.1,chr22:18993345-19002019,chr22:19005832-19014506,+,N/A,N/A,264,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0002514,hsa_circGNAZ_002,N/A,N/A,N/A,GNAZ,NM_002073,chr22:23437433-23438605,chr22:23095246-23096418,+,hsa_circRNA_002514,ASCRP3005898,1172,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0116264,hsa_circ_chr22_00057,N/A,N/A,N/A,None,None,chr22:24073587-24074064,chr22:23731400-23731877,-,N/A,N/A,477,INTERGENIC
hsa_circ_0004208,hsa_circSMARCB1_001,N/A,N/A,N/A,SMARCB1,NM_003073,chr22:24133942-24135875,chr22:23791755-23793688,+,hsa_circRNA_004208,ASCRP3003940,269,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0062647,hsa_circADRBK2_002,N/A,N/A,N/A,ADRBK2,NM_005160,chr22:26000343-26040632,chr22:25604376-25644665,+,N/A,N/A,151,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0116376,hsa_circTTC28_034,N/A,N/A,N/A,TTC28,NM_001145418,chr22:28559079-28559587,chr22:28163091-28163599,-,N/A,N/A,508,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0116383,hsa_circTTC28_022,N/A,N/A,N/A,TTC28,NM_001145418,chr22:28910744-28941565,chr22:28514756-28545577,-,N/A,N/A,30821,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic"
hsa_circ_0006752,hsa_circNF2_001,N/A,N/A,N/A,NF2,NM_181832,chr22:30032739-30035201,chr22:29636750-29639212,+,hsa_circRNA_006752,ASCRP3002249,249,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003630,hsa_circEIF4ENIF1_014,N/A,N/A,N/A,EIF4ENIF1,NM_001164502,chr22:31843411-31846346,chr22:31447425-31450360,-,hsa_circRNA_103200,ASCRP3002344,479,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0062939,hsa_circDEPDC5_003,N/A,N/A,N/A,DEPDC5,NM_001242896,chr22:32154531-32164849,chr22:31758545-31768863,+,N/A,N/A,355,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0062983,hsa_circFBXO7_008,N/A,N/A,N/A,FBXO7,NM_012179,chr22:32874967-32883815,chr22:32478980-32487828,+,N/A,N/A,749,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0063328,hsa_circDDX17_006,N/A,N/A,N/A,DDX17,NM_001098504,chr22:38891800-38897285,chr22:38495795-38501280,-,N/A,N/A,593,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
