circBase ID,circBank ID,riboCIRC ID,riboCIRC ORF ID,ORF Length,Host_Gene,Refseq,Hg19,Hg38,Strand,GPL19978_GPL21825,GPL19978_GPL21825_Probe,Spliced Seq Length,Annotation
hsa_circ_0003637,hsa_circANKMY2_002,N/A,N/A,N/A,ANKMY2,NM_020319,chr7:16664607-16676080,chr7:16624982-16636455,-,hsa_circRNA_104318,ASCRP3009133,303,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005535,hsa_circSNX13_037,N/A,N/A,N/A,SNX13,NM_015132,chr7:17885217-17890587,chr7:17845594-17850964,-,hsa_circRNA_104320,ASCRP3005207,328,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0133887,hsa_circSNX13_033,N/A,N/A,N/A,SNX13,ENST00000409389.1,chr7:17885217-17908113,chr7:17845594-17868490,-,N/A,N/A,412,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0133890,hsa_circSNX13_025,N/A,N/A,N/A,SNX13,ENST00000409389.1,chr7:17889969-17915413,chr7:17850346-17875790,-,N/A,N/A,625,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0005519,hsa_circSNX13_023,hsa_circSNX13_001,hsa_circSNX13_001_153,154,SNX13,NM_015132,chr7:17908029-17915413,chr7:17868406-17875790,-,hsa_circRNA_104321,ASCRP3011248,397,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005519,hsa_circSNX13_023,hsa_circSNX13_001,hsa_circSNX13_001_92,93,SNX13,NM_015132,chr7:17908029-17915413,chr7:17868406-17875790,-,hsa_circRNA_104321,ASCRP3011248,397,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0133893,hsa_circSNX13_016,N/A,N/A,N/A,SNX13,ENST00000409389.1,chr7:17908029-17933057,chr7:17868406-17893434,-,N/A,N/A,712,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0004671,hsa_circSNX13_007,N/A,N/A,N/A,SNX13,NM_015132,chr7:17908029-17937069,chr7:17868406-17897446,-,N/A,N/A,825,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079521,hsa_circSNX13_021,N/A,N/A,N/A,SNX13,NM_015132,chr7:17915102-17915413,chr7:17875479-17875790,-,N/A,N/A,224,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079524,hsa_circSNX13_003,N/A,N/A,N/A,SNX13,NM_015132,chr7:17929985-17937069,chr7:17890362-17897446,-,N/A,N/A,428,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0001680,hsa_circHDAC9_005,N/A,N/A,N/A,HDAC9,NM_001204146,chr7:18624903-18633652,chr7:18585280-18594029,+,hsa_circRNA_001680,ASCRP3003812,642,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007904,hsa_circHDAC9_021,N/A,N/A,N/A,HDAC9,NM_178423,chr7:18705835-18706099,chr7:18666212-18666476,+,hsa_circRNA_104322,ASCRP3007253,264,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079546,hsa_circSP4_002,N/A,N/A,N/A,SP4,NM_003112,chr7:21516696-21521741,chr7:21477078-21482123,+,hsa_circRNA_079546,ASCRP3006189,429,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008951,hsa_circFAM126A_006,hsa_circFAM126A_001,hsa_circFAM126A_001_26,27,FAM126A,NM_032581,chr7:22999874-23030758,chr7:22960255-22991139,-,hsa_circRNA_008951,ASCRP3001290,1019,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0008951,hsa_circFAM126A_006,hsa_circFAM126A_001,hsa_circFAM126A_001_331,332,FAM126A,NM_032581,chr7:22999874-23030758,chr7:22960255-22991139,-,hsa_circRNA_008951,ASCRP3001290,1019,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0001971,hsa_circFAM126A_008,N/A,N/A,N/A,FAM126A,NM_032581,chr7:23015828-23023664,chr7:22976209-22984045,-,hsa_circRNA_104327,ASCRP3001208,575,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005251,hsa_circFAM126A_004,N/A,N/A,N/A,FAM126A,NM_032581,chr7:23015828-23030758,chr7:22976209-22991139,-,hsa_circRNA_104328,ASCRP3001624,654,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0001682,hsa_circFAM126A_002,N/A,N/A,N/A,FAM126A,NM_032581,chr7:23023562-23030758,chr7:22983943-22991139,-,hsa_circRNA_001682,ASCRP3000742,181,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0005096,hsa_circNUPL2_001,N/A,N/A,N/A,NUPL2,NM_007342,chr7:23224688-23224917,chr7:23185069-23185298,+,hsa_circRNA_104329,ASCRP3001627,229,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0133976,hsa_circTRA2A_003,N/A,N/A,N/A,TRA2A,ENST00000392502.4,chr7:23552512-23562051,chr7:23512893-23522432,-,N/A,N/A,790,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133977,hsa_circTRA2A_002,N/A,N/A,N/A,TRA2A,ENST00000392502.4,chr7:23555981-23562051,chr7:23516362-23522432,-,N/A,N/A,601,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133978,hsa_circTRA2A_001,N/A,N/A,N/A,TRA2A,ENST00000392502.4,chr7:23561325-23562051,chr7:23521706-23522432,-,N/A,N/A,435,"ANNOTATED, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133979,hsa_circCCDC126_003,N/A,N/A,N/A,CCDC126,ENST00000486109.1,chr7:23643704-23651172,chr7:23604085-23611553,+,N/A,N/A,577,"ALT_DONOR, downstream_end, ncRNA, OVCODE, OVEXON"
hsa_circ_0001684,hsa_circCCDC126_004,N/A,N/A,N/A,CCDC126,NM_138771,chr7:23650789-23651172,chr7:23611170-23611553,+,hsa_circRNA_104330,ASCRP3012391,383,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0004582,hsa_circMPP6_006,N/A,N/A,N/A,MPP6,NM_016447,chr7:24659670-24690331,chr7:24620051-24650712,+,N/A,N/A,822,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0133989,hsa_circMPP6_007,N/A,N/A,N/A,MPP6,ENST00000396475.2,chr7:24659670-24708279,chr7:24620051-24668660,+,N/A,N/A,1285,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0079617,hsa_circMPP6_008,N/A,N/A,N/A,MPP6,NM_016447,chr7:24659670-24720139,chr7:24620051-24680520,+,hsa_circRNA_104331,ASCRP3012673,1617,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133991,hsa_circMPP6_010,N/A,N/A,N/A,MPP6,ENST00000396475.2,chr7:24663281-24681487,chr7:24623662-24641868,+,N/A,N/A,275,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133993,hsa_circMPP6_012,N/A,N/A,N/A,MPP6,ENST00000396475.2,chr7:24663281-24690331,chr7:24623662-24650712,+,N/A,N/A,656,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133996,hsa_circMPP6_015,hsa_circMPP6_001,hsa_circMPP6_001_INF,744,MPP6,ENST00000396475.2,chr7:24663281-24708279,chr7:24623662-24668660,+,N/A,N/A,1119,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0133997,hsa_circMPP6_016,N/A,N/A,N/A,MPP6,ENST00000396475.2,chr7:24663281-24720139,chr7:24623662-24680520,+,N/A,N/A,1451,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0079619,hsa_circMPP6_018,N/A,N/A,N/A,MPP6,NM_016447,chr7:24663284-24681487,chr7:24623665-24641868,+,hsa_circRNA_104332,ASCRP3001780,272,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0001685,hsa_circMPP6_020,N/A,N/A,N/A,MPP6,NM_016447,chr7:24663284-24690331,chr7:24623665-24650712,+,hsa_circRNA_104333,ASCRP3001258,653,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0001686,hsa_circMPP6_024,hsa_circMPP6_001,hsa_circMPP6_001_INF,744,MPP6,NM_016447,chr7:24663284-24708279,chr7:24623665-24668660,+,hsa_circRNA_104334,ASCRP3002663,1116,"ANNOTATED, CDS, coding, INTERNAL, UTR5"
hsa_circ_0001687,hsa_circMPP6_025,N/A,N/A,N/A,MPP6,NM_016447,chr7:24663284-24720139,chr7:24623665-24680520,+,hsa_circRNA_104335,ASCRP3008646,1448,"ANNOTATED, CDS, coding, INTERNAL, UTR5"
hsa_circ_0079624,hsa_circMPP6_030,N/A,N/A,N/A,MPP6,NM_016447,chr7:24681334-24690331,chr7:24641715-24650712,+,N/A,N/A,534,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079648,hsa_circHNRNPA2B1_008,N/A,N/A,N/A,HNRNPA2B1,NM_031243,chr7:26233194-26237352,chr7:26193574-26197732,-,N/A,N/A,835,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079650,hsa_circHNRNPA2B1_011,N/A,N/A,N/A,HNRNPA2B1,NM_031243,chr7:26235466-26236101,chr7:26195846-26196481,-,N/A,N/A,144,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079651,hsa_circHNRNPA2B1_007,N/A,N/A,N/A,HNRNPA2B1,NM_031243,chr7:26235466-26237352,chr7:26195846-26197732,-,N/A,N/A,715,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134023,hsa_circCBX3_001,N/A,N/A,N/A,CBX3,NM_007276,chr7:26245987-26248175,chr7:26206367-26208555,+,N/A,N/A,306,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079658,hsa_circSKAP2_004,hsa_circSKAP2_001,hsa_circSKAP2_001_56,57,SKAP2,NM_003930,chr7:26724354-26729981,chr7:26684735-26690362,-,N/A,N/A,191,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0134026,hsa_circSKAP2_001,N/A,N/A,N/A,SKAP2,ENST00000345317.2,chr7:26883648-26894509,chr7:26844029-26854890,-,N/A,N/A,240,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0005033,hsa_circHIBADH_010,N/A,N/A,N/A,HIBADH,NM_152740,chr7:27668989-27672045,chr7:27629370-27632426,-,N/A,N/A,213,"ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003958,hsa_circHIBADH_007,N/A,N/A,N/A,HIBADH,NM_152740,chr7:27668989-27672064,chr7:27629370-27632445,-,hsa_circRNA_104336,ASCRP3005494,232,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006773,hsa_circHIBADH_002,hsa_circHIBADH_001,hsa_circHIBADH_001_34,35,HIBADH,NM_152740,chr7:27668989-27689252,chr7:27629370-27649633,-,hsa_circRNA_006773,ASCRP3010469,393,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006773,hsa_circHIBADH_002,hsa_circHIBADH_001,hsa_circHIBADH_001_INF,262,HIBADH,NM_152740,chr7:27668989-27689252,chr7:27629370-27649633,-,hsa_circRNA_006773,ASCRP3010469,393,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006073,hsa_circTAX1BP1_001,N/A,N/A,N/A,TAX1BP1,NM_006024,chr7:27788136-27797752,chr7:27748517-27758133,+,N/A,N/A,272,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0134033,hsa_circTAX1BP1_003,N/A,N/A,N/A,TAX1BP1,NM_006024,chr7:27788136-27809453,chr7:27748517-27769834,+,N/A,N/A,619,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0079668,hsa_circTAX1BP1_006,N/A,N/A,N/A,TAX1BP1,NM_006024,chr7:27824781-27825108,chr7:27785162-27785489,+,N/A,N/A,240,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134036,hsa_circTAX1BP1_008,N/A,N/A,N/A,TAX1BP1,NM_006024,chr7:27824781-27839709,chr7:27785162-27800090,+,N/A,N/A,1152,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134039,hsa_circTAX1BP1_013,N/A,N/A,N/A,TAX1BP1,NM_006024,chr7:27835734-27839709,chr7:27796115-27800090,+,N/A,N/A,230,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079680,hsa_circCPVL_003,N/A,N/A,N/A,CPVL,NM_019029,chr7:29160508-29160687,chr7:29120892-29121071,-,N/A,N/A,179,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0134079,hsa_circZNRF2_003,N/A,N/A,N/A,ZNRF2,ENST00000323037.4,chr7:30363257-30363918,chr7:30323641-30324302,+,N/A,N/A,661,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0001693,hsa_circTCONS_00012989_001,N/A,N/A,N/A,TCONS_00012989,TCONS_00012989,chr7:30590251-30601744,chr7:30550635-30562128,-,hsa_circRNA_002086,ASCRP3006839,11493,"ANTISENSE, downstream_end, ncRNA, OVERLAPTX, OVEXON"
hsa_circ_0134091,hsa_circAC005154.6_002,N/A,N/A,N/A,AC005154.6,ENST00000434399.1,chr7:30590251-30614497,chr7:30550635-30574881,-,N/A,N/A,12949,"ALT_ACCEPTOR, ncRNA, OVERLAPTX, OVEXON, upstream_start"
hsa_circ_0079713,hsa_circGARS_005,N/A,N/A,N/A,GARS,NM_002047,chr7:30638411-30649346,chr7:30598795-30609730,+,N/A,N/A,659,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0009000,hsa_circGARS_018,N/A,N/A,N/A,GARS,NM_002047,chr7:30661008-30662078,chr7:30621392-30622462,+,hsa_circRNA_009000,ASCRP3002983,254,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079733,hsa_circINMT-FAM188B_002,N/A,N/A,N/A,INMT-FAM188B,NR_037598,chr7:30818047-30821828,chr7:30778431-30782212,+,N/A,N/A,356,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON"
hsa_circ_0079762,hsa_circAVL9_009,N/A,N/A,N/A,AVL9,NM_015060,chr7:32582752-32599076,chr7:32543140-32559464,+,N/A,N/A,1122,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0001694,hsa_circAVL9_014,N/A,N/A,N/A,AVL9,NM_015060,chr7:32584305-32594208,chr7:32544693-32554596,+,hsa_circRNA_001694,ASCRP3013138,395,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079768,hsa_circAVL9_018,N/A,N/A,N/A,AVL9,NM_015060,chr7:32588458-32594208,chr7:32548846-32554596,+,N/A,N/A,309,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006010,hsa_circDPY19L1P1_011,N/A,N/A,N/A,DPY19L1P1,NR_036680,chr7:32672154-32678977,chr7:32632542-32639365,-,hsa_circRNA_104341,ASCRP3002806,270,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0134131,hsa_circDPY19L1P1_007,N/A,N/A,N/A,DPY19L1P1,NR_036680,chr7:32672154-32718742,chr7:32632542-32679130,-,N/A,N/A,681,"ANNOTATED, INTERNAL, ncRNA, OVERLAPTX, OVEXON"
hsa_circ_0007020,hsa_circDPY19L1P1_010,N/A,N/A,N/A,DPY19L1P1,NR_036680,chr7:32674863-32678977,chr7:32635251-32639365,-,N/A,N/A,192,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0134133,hsa_circDPY19L1P1_005,N/A,N/A,N/A,DPY19L1P1,NR_036680,chr7:32695598-32718742,chr7:32655986-32679130,-,N/A,N/A,411,"ANNOTATED, INTERNAL, ncRNA, OVERLAPTX, OVEXON"
hsa_circ_0134136,hsa_circAVL9_030,N/A,N/A,N/A,AVL9,ENST00000404479.1,chr7:32852368-32856919,chr7:32812756-32817307,+,N/A,N/A,4551,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic"
hsa_circ_0005885,hsa_circ_chr7_00006,N/A,N/A,N/A,None,None,chr7:32852368-32860353,chr7:32812756-32820741,+,N/A,N/A,7985,INTERGENIC
hsa_circ_0134149,hsa_circNT5C3A_001,N/A,N/A,N/A,NT5C3A,ENST00000396152.2,chr7:33055281-33066527,chr7:33015669-33026915,-,N/A,N/A,756,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0079798,hsa_circNT5C3_009,N/A,N/A,N/A,NT5C3,NR_029372,chr7:33057050-33066527,chr7:33017438-33026915,-,N/A,N/A,555,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0079799,hsa_circNT5C3_006,N/A,N/A,N/A,NT5C3,NM_001166118,chr7:33057050-33075600,chr7:33017438-33035988,-,N/A,N/A,696,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0079800,hsa_circNT5C3_010,hsa_circNT5C3A_001,hsa_circNT5C3A_001_68,69,NT5C3,NR_029372,chr7:33060883-33063720,chr7:33021271-33024108,-,hsa_circRNA_079800,ASCRP3001733,203,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0079801,hsa_circNT5C3_003,N/A,N/A,N/A,NT5C3,NM_001166118,chr7:33060883-33075600,chr7:33021271-33035988,-,N/A,N/A,443,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0079804,hsa_circNT5C3_001,hsa_circNT5C3A_002,hsa_circNT5C3A_002_36,37,NT5C3,NM_001166118,chr7:33066428-33075600,chr7:33026816-33035988,-,hsa_circRNA_079804,ASCRP3002247,240,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0004730,hsa_circBBS9_001,N/A,N/A,N/A,BBS9,NM_198428,chr7:33185853-33195314,chr7:33146241-33155702,+,N/A,N/A,339,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0003162,hsa_circBBS9_002,N/A,N/A,N/A,BBS9,NM_198428,chr7:33185853-33217203,chr7:33146241-33177591,+,hsa_circRNA_104342,ASCRP3011207,453,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0134170,hsa_circBBS9_023,N/A,N/A,N/A,BBS9,ENST00000242067.6,chr7:33376052-33397607,chr7:33336440-33357995,+,N/A,N/A,677,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0079812,hsa_circBBS9_031,N/A,N/A,N/A,BBS9,NM_198428,chr7:33388679-33427756,chr7:33349067-33388144,+,hsa_circRNA_104343,ASCRP3009344,786,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079813,hsa_circBBS9_036,N/A,N/A,N/A,BBS9,NM_198428,chr7:33390830-33427756,chr7:33351218-33388144,+,hsa_circRNA_079813,ASCRP3009407,683,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008336,hsa_circBBS9_041,N/A,N/A,N/A,BBS9,NM_198428,chr7:33397466-33427756,chr7:33357854-33388144,+,hsa_circRNA_008336,ASCRP3003057,563,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007567,hsa_circBBS9_046,N/A,N/A,N/A,BBS9,NM_198428,chr7:33407378-33427756,chr7:33367766-33388144,+,N/A,N/A,422,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134193,hsa_circ_chr7_00009,N/A,N/A,N/A,None,None,chr7:33677371-33682530,chr7:33637759-33642918,+,N/A,N/A,5159,INTERGENIC
hsa_circ_0134200,hsa_circDPY19L1_013,N/A,N/A,N/A,DPY19L1,ENST00000310974.4,chr7:35006505-35013217,chr7:34966893-34973605,-,N/A,N/A,270,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005997,hsa_circDPY19L1_012,N/A,N/A,N/A,DPY19L1,NM_015283,chr7:35009044-35013217,chr7:34969432-34973605,-,N/A,N/A,192,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134201,hsa_circDPY19L1_002,N/A,N/A,N/A,DPY19L1,ENST00000310974.4,chr7:35050079-35058208,chr7:35010467-35018596,-,N/A,N/A,466,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079855,hsa_circHERPUD2_006,N/A,N/A,N/A,HERPUD2,NM_022373,chr7:35677959-35712888,chr7:35638349-35673278,-,N/A,N/A,470,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0001696,hsa_circHERPUD2_005,hsa_circHERPUD2_001,hsa_circHERPUD2_001_85,86,HERPUD2,NM_022373,chr7:35707043-35712888,chr7:35667433-35673278,-,hsa_circRNA_104346,ASCRP3002395,347,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0134208,hsa_circTCONS_l2_00026508_001,N/A,N/A,N/A,TCONS_l2_00026508,TCONS_l2_00026508,chr7:35820818-35833632,chr7:35781208-35794022,-,N/A,N/A,254,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0079867,hsa_circANLN_006,N/A,N/A,N/A,ANLN,NM_018685,chr7:36447342-36455493,chr7:36407733-36415884,+,N/A,N/A,649,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079875,hsa_circANLN_014,N/A,N/A,N/A,ANLN,NM_018685,chr7:36450122-36450775,chr7:36410513-36411166,+,N/A,N/A,299,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134224,hsa_circANLN_019,N/A,N/A,N/A,ANLN,ENST00000265748.2,chr7:36463425-36464351,chr7:36423816-36424742,+,N/A,N/A,233,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134252,hsa_circEPDR1_002,N/A,N/A,N/A,EPDR1,ENST00000199448.4,chr7:37988441-37989994,chr7:37948839-37950392,+,N/A,N/A,402,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134255,hsa_circTCONS_00014106_002,N/A,N/A,N/A,TCONS_00014106,TCONS_00014106,chr7:38050522-38053183,chr7:38010920-38013581,+,N/A,N/A,2661,"ALT_ACCEPTOR, ncRNA, OVEXON, upstream_start"
hsa_circ_0004698,hsa_circSTARD3NL_002,N/A,N/A,N/A,STARD3NL,NM_032016,chr7:38247047-38259261,chr7:38207446-38219660,+,N/A,N/A,707,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0002808,hsa_circVPS41_009,N/A,N/A,N/A,VPS41,NM_014396,chr7:38829400-38836464,chr7:38789800-38796864,-,N/A,N/A,334,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079929,hsa_circCDK13_005,hsa_circCDK13_001,hsa_circCDK13_001_INF,440,CDK13,NM_003718,chr7:40027197-40027857,chr7:39987598-39988258,+,hsa_circRNA_104349,ASCRP3010333,660,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0001699,hsa_circCDK13_008,hsa_circCDK13_002,hsa_circCDK13_002_209,210,CDK13,NM_003718,chr7:40027197-40041630,chr7:39987598-40002031,+,hsa_circRNA_001699,ASCRP3002551,1142,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0001699,hsa_circCDK13_008,hsa_circCDK13_002,hsa_circCDK13_002_22,23,CDK13,NM_003718,chr7:40027197-40041630,chr7:39987598-40002031,+,hsa_circRNA_001699,ASCRP3002551,1142,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0003951,hsa_circCDK13_014,hsa_circCDK13_003,hsa_circCDK13_003_62,63,CDK13,NM_003718,chr7:40037092-40041630,chr7:39997493-40002031,+,N/A,N/A,482,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0079940,hsa_circCDK13_031,N/A,N/A,N/A,CDK13,NM_003718,chr7:40117603-40118450,chr7:40078004-40078851,+,N/A,N/A,249,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134322,hsa_circPSMA2_002,N/A,N/A,N/A,PSMA2,ENST00000223321.4,chr7:42956731-42957434,chr7:42917132-42917835,-,N/A,N/A,616,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3"
hsa_circ_0134360,hsa_circSTK17A_002,N/A,N/A,N/A,STK17A,NM_004760,chr7:43635499-43635712,chr7:43595900-43596113,+,N/A,N/A,213,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005366,hsa_circSTK17A_003,N/A,N/A,N/A,STK17A,NM_004760,chr7:43635499-43647999,chr7:43595900-43608400,+,N/A,N/A,358,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0001700,hsa_circC7orf44_006,hsa_circCOA1_001,hsa_circCOA1_001_60,61,C7orf44,NM_018224,chr7:43679047-43680248,chr7:43639448-43640649,-,hsa_circRNA_104354,ASCRP3002531,310,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0001701,hsa_circOGDH_022,N/A,N/A,N/A,OGDH,NM_002541,chr7:44714009-44715748,chr7:44674410-44676149,+,hsa_circRNA_092569,ASCRP3003456,418,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0009092,hsa_circOGDH_034,N/A,N/A,N/A,OGDH,NM_002541,chr7:44739739-44741214,chr7:44700140-44701615,+,hsa_circRNA_104361,ASCRP3001951,202,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
